baseline_cost,baseline_carbon_tonnes,baseline_reliability,baseline_gas_used,baseline_unserved_mw
2582456.0,15817.54,1.0,32280.7,0.0
2508520.0,15364.68,1.0,31356.5,0.0
4542008.0,27819.8,1.0,56775.1,0.0
21121556.4,24210.33,0.9375,49408.8,3433.8
28937762.4,26298.68,0.9173,53670.8,4928.8
6644956.8,18973.76,0.9835,38722.0,709.4
25285024.0,23005.65,0.9175,46950.3,4305.8
6186397.6,22169.42,0.9898,45243.7,513.4
2930568.0,17949.73,1.0,36632.1,0.0
4131520.0,25305.56,1.0,51644.0,0.0
20018854.8,21926.92,0.9339,44748.8,3287.8
2808584.0,17202.58,1.0,35107.3,0.0
1623872.0,9946.22,1.0,20298.4,0.0
3364944.0,20610.28,1.0,42061.8,0.0
3635720.0,22268.78,1.0,45446.5,0.0
2972016.0,18203.6,1.0,37150.2,0.0
2982560.0,18268.18,1.0,37282.0,0.0
1827456.0,11193.17,1.0,22843.2,0.0
33069696.8,29081.48,0.9141,59350.0,5664.3
3578032.0,21915.45,1.0,44725.4,0.0
3488648.0,21367.97,1.0,43608.1,0.0
4760312.0,29156.91,1.0,59503.9,0.0
4358728.0,26697.21,1.0,54484.1,0.0
2533824.0,15519.67,1.0,31672.8,0.0
1818464.0,11138.09,1.0,22730.8,0.0
3480584.0,21318.58,1.0,43507.3,0.0
3328528.0,20387.23,1.0,41606.6,0.0
3190768.0,19543.45,1.0,39884.6,0.0
2730480.0,16724.19,1.0,34131.0,0.0
1848344.0,11321.11,1.0,23104.3,0.0
1910184.0,11699.88,1.0,23877.3,0.0
3122264.0,19123.87,1.0,39028.3,0.0
2565816.0,15715.62,1.0,32072.7,0.0
27382457.6,21609.35,0.9026,44100.7,4770.9
27061080.8,23148.71,0.9113,47242.3,4656.3
3647760.0,22342.53,1.0,45597.0,0.0
30694907.2,30147.91,0.9246,61526.3,5154.6
2175456.0,13324.67,1.0,27193.2,0.0
2449392.0,15002.53,1.0,30617.4,0.0
2104224.0,12888.37,1.0,26302.8,0.0
2398304.0,14689.61,1.0,29978.8,0.0
1615960.0,9897.75,1.0,20199.5,0.0
9623408.0,20490.62,0.973,41817.6,1255.6
3130832.0,19176.35,1.0,39135.4,0.0
27062103.6,22824.53,0.9098,46580.7,4667.1
32505246.4,30916.83,0.9217,63095.6,5491.5
5906026.4,22753.92,0.9915,46436.6,438.2
2827152.0,17316.31,1.0,35339.4,0.0
3260360.0,19969.71,1.0,40754.5,0.0
19618767.6,17548.85,0.9158,35814.0,3350.7
13149490.4,23938.89,0.966,48854.9,1848.2
2550888.0,15624.19,1.0,31886.1,0.0
4363144.0,26724.26,1.0,54539.3,0.0
2139864.0,13106.67,1.0,26748.3,0.0
2225688.0,13632.34,1.0,27821.1,0.0
2077888.0,12727.06,1.0,25973.6,0.0
10786616.4,21776.01,0.9707,44440.8,1446.3
4609784.0,28234.93,1.0,57622.3,0.0
2286008.0,14001.8,1.0,28575.1,0.0
3264008.0,19992.05,1.0,40800.1,0.0
10469451.6,28881.22,0.9824,58941.3,1150.8
3386736.0,20743.76,1.0,42334.2,0.0
2004528.0,12277.73,1.0,25056.6,0.0
2007400.0,12295.33,1.0,25092.5,0.0
4621024.8,20735.11,0.9947,42316.6,247.1
2692744.0,16493.06,1.0,33659.3,0.0
9585709.6,22134.58,0.9762,45172.6,1194.4
4138377.2,19871.5,0.996,40554.1,178.8
1853344.0,11351.73,1.0,23166.8,0.0
3102656.0,19003.77,1.0,38783.2,0.0
2151336.0,13176.93,1.0,26891.7,0.0
7143059.2,18468.46,0.9803,37690.7,825.6
9647186.4,27122.03,0.983,55351.1,1043.8
2196664.0,13454.57,1.0,27458.3,0.0
2802056.0,17162.59,1.0,35025.7,0.0
3321192.0,20342.3,1.0,41514.9,0.0
2132256.0,13060.07,1.0,26653.2,0.0
3361232.0,20587.55,1.0,42015.4,0.0
5067173.2,23131.82,0.9951,47207.8,258.1
3176944.0,19458.78,1.0,39711.8,0.0
3015312.0,18468.79,1.0,37691.4,0.0
4403544.0,26971.71,1.0,55044.3,0.0
2460232.0,15068.92,1.0,30752.9,0.0
1935672.0,11855.99,1.0,24195.9,0.0
2493488.0,15272.61,1.0,31168.6,0.0
4069425.2,19191.92,0.9957,39167.2,187.2
4510264.0,27625.37,1.0,56378.3,0.0
2686648.0,16455.72,1.0,33583.1,0.0
4396344.0,26927.61,1.0,54954.3,0.0
3360952.0,20585.83,1.0,42011.9,0.0
4388344.8,21312.82,0.9962,43495.6,181.7
2188784.0,13406.3,1.0,27359.8,0.0
4651323.2,27602.45,0.9995,56331.5,29.0
37112291.2,32208.26,0.9128,65731.1,6370.8
3109592.0,19046.25,1.0,38869.9,0.0
1963488.0,12026.36,1.0,24543.6,0.0
30515959.2,24510.16,0.9046,50020.7,5302.9
2834960.0,17364.13,1.0,35437.0,0.0
3721968.0,22797.05,1.0,46524.6,0.0
37325646.4,30178.16,0.9053,61588.1,6479.7
2690112.0,16476.94,1.0,33626.4,0.0
3008600.0,18427.67,1.0,37607.5,0.0
3035016.0,18589.47,1.0,37937.7,0.0
1897176.0,11620.2,1.0,23714.7,0.0
22110349.2,19905.02,0.9164,40622.5,3772.1
2790552.0,17092.13,1.0,34881.9,0.0
18968518.0,19638.39,0.9292,40078.3,3152.5
3499040.0,21431.62,1.0,43738.0,0.0
3972296.0,24330.31,1.0,49653.7,0.0
2920456.0,17887.79,1.0,36505.7,0.0
3112448.0,19063.74,1.0,38905.6,0.0
4553088.0,27887.66,1.0,56913.6,0.0
3217168.0,19705.15,1.0,40214.6,0.0
3473616.0,21275.9,1.0,43420.2,0.0
1756368.0,10757.75,1.0,21954.6,0.0
9889740.0,29015.6,0.9843,59215.5,1030.5
2472912.0,15146.59,1.0,30911.4,0.0
3184552.0,19505.38,1.0,39806.9,0.0
3392414.0,17022.38,0.9968,34739.6,122.6
20914230.4,21588.36,0.929,44057.9,3477.9
2536480.0,15535.94,1.0,31706.0,0.0
2924112.0,17910.19,1.0,36551.4,0.0
4288936.0,26269.73,1.0,53611.7,0.0
3107376.0,19032.68,1.0,38842.2,0.0
19493907.6,18428.64,0.9211,37609.5,3297.0
20822006.0,23377.63,0.9358,47709.5,3401.0
2179832.0,13351.47,1.0,27247.9,0.0
2968888.0,18184.44,1.0,37111.1,0.0
2608696.0,15978.26,1.0,32608.7,0.0
3077576.0,18850.15,1.0,38469.7,0.0
36571316.0,31389.5,0.9116,64060.2,6289.3
3566072.0,21842.19,1.0,44575.9,0.0
1856880.0,11373.39,1.0,23211.0,0.0
2889264.0,17696.74,1.0,36115.8,0.0
29030687.6,23826.48,0.9069,48625.5,5028.1
3915320.0,23981.33,1.0,48941.5,0.0
2297768.0,14073.83,1.0,28722.1,0.0
2908952.0,17817.33,1.0,36361.9,0.0
3256520.0,19946.19,1.0,40706.5,0.0
27410712.4,29898.34,0.9335,61017.0,4505.9
7266341.2,27561.22,0.9911,56247.4,553.3
2809024.0,17205.27,1.0,35112.8,0.0
2249960.0,13781.0,1.0,28124.5,0.0
3068600.0,18795.17,1.0,38357.5,0.0
2484552.0,15217.88,1.0,31056.9,0.0
1721544.0,10544.46,1.0,21519.3,0.0
3394520.0,20791.44,1.0,42431.5,0.0
3224416.0,19749.55,1.0,40305.2,0.0
18662948.8,29772.09,0.9591,60759.4,2760.4
2040664.0,12499.07,1.0,25508.3,0.0
30043326.4,24804.57,0.9076,50621.6,5198.7
1830336.0,11210.81,1.0,22879.2,0.0
2181680.0,13362.79,1.0,27271.0,0.0
25883563.6,21415.53,0.9078,43705.2,4477.4
4086920.0,25032.38,1.0,51086.5,0.0
3674712.0,22507.61,1.0,45933.9,0.0
2981032.0,18258.82,1.0,37262.9,0.0
2759144.0,16899.76,1.0,34489.3,0.0
4377440.0,26811.82,1.0,54718.0,0.0
20302939.2,23557.6,0.9384,48076.7,3291.4
3221520.0,19731.81,1.0,40269.0,0.0
2986896.0,18294.74,1.0,37336.2,0.0
20125037.2,25231.86,0.9441,51493.6,3201.1
12212985.6,19922.09,0.9603,40657.3,1792.1
1830976.0,11214.73,1.0,22887.2,0.0
7702684.4,24860.36,0.9871,50735.4,728.8
2655648.0,16265.84,1.0,33195.6,0.0
4111600.0,25183.55,1.0,51395.0,0.0
2958992.0,18123.83,1.0,36987.4,0.0
5930302.4,21478.55,0.99,43833.8,484.7
2655792.0,16266.73,1.0,33197.4,0.0
2625040.0,16078.37,1.0,32813.0,0.0
3821344.0,23405.73,1.0,47766.8,0.0
2850928.0,17461.93,1.0,35636.6,0.0
2217200.0,13580.35,1.0,27715.0,0.0
4539391.2,22418.06,0.9965,45751.1,175.9
3084608.0,18893.22,1.0,38557.6,0.0
2832304.0,17347.86,1.0,35403.8,0.0
2245504.0,13753.71,1.0,28068.8,0.0
3240120.0,19845.74,1.0,40501.5,0.0
2752640.0,16859.92,1.0,34408.0,0.0
3127008.0,19152.92,1.0,39087.6,0.0
2139112.0,13102.06,1.0,26738.9,0.0
2137360.0,13091.33,1.0,26717.0,0.0
3218232.0,19711.67,1.0,40227.9,0.0
2009656.0,12309.14,1.0,25120.7,0.0
22709877.2,19706.13,0.9128,40216.6,3898.5
3811304.0,23344.24,1.0,47641.3,0.0
2904336.0,17789.06,1.0,36304.2,0.0
1907216.0,11681.7,1.0,23840.2,0.0
2426712.0,14863.61,1.0,30333.9,0.0
9409736.0,26531.88,0.9831,54146.7,1015.6
3085032.0,18895.82,1.0,38562.9,0.0
5956341.2,27450.97,0.9953,56022.4,294.9
2018696.0,12364.51,1.0,25233.7,0.0
22092515.6,20882.36,0.9211,42617.1,3736.6
1729008.0,10590.17,1.0,21612.6,0.0
1911472.0,11707.77,1.0,23893.4,0.0
2989104.0,18308.26,1.0,37363.8,0.0
3760736.0,23034.51,1.0,47009.2,0.0
3286736.0,20131.26,1.0,41084.2,0.0
14722378.0,17104.85,0.9385,34907.8,2386.0
3004136.0,18400.33,1.0,37551.7,0.0
1903968.0,11661.8,1.0,23799.6,0.0
20721730.8,26461.72,0.9453,54003.5,3280.3
33202822.8,29895.35,0.9164,61010.9,5664.4
4140104.0,25358.14,1.0,51751.3,0.0
3190912.0,19544.34,1.0,39886.4,0.0
6758516.0,25039.1,0.9906,51100.2,534.1
2830704.0,17338.06,1.0,35383.8,0.0
4462808.0,27334.7,1.0,55785.1,0.0
2534440.0,15523.44,1.0,31680.5,0.0
4665792.0,28577.98,1.0,58322.4,0.0
1836464.0,11248.34,1.0,22955.8,0.0
3298960.0,20206.13,1.0,41237.0,0.0
2155672.0,13203.49,1.0,26945.9,0.0
1820640.0,11151.42,1.0,22758.0,0.0
3069160.0,18798.6,1.0,38364.5,0.0
4463008.0,27335.92,1.0,55787.6,0.0
2500960.0,15318.38,1.0,31262.0,0.0
3652448.0,22371.24,1.0,45655.6,0.0
1899144.0,11632.26,1.0,23739.3,0.0
18186559.6,19538.2,0.9323,39873.9,2999.3
4083248.0,25009.89,1.0,51040.6,0.0
8183710.0,19566.07,0.9775,39930.8,997.8
2965816.0,18165.62,1.0,37072.7,0.0
3953936.0,24217.86,1.0,49424.2,0.0
2480064.0,15190.39,1.0,31000.8,0.0
36525444.8,29824.12,0.9064,60865.6,6331.2
4571800.0,28002.28,1.0,57147.5,0.0
3046736.0,18661.26,1.0,38084.2,0.0
2979678.4,17524.11,0.9994,35763.5,23.7
1910064.0,11699.14,1.0,23875.8,0.0
1967192.0,12049.05,1.0,24589.9,0.0
27068387.2,26273.72,0.9235,53619.8,4555.8
2508496.0,15364.54,1.0,31356.2,0.0
4425736.0,27107.63,1.0,55321.7,0.0
2863984.0,17541.9,1.0,35799.8,0.0
2059720.0,12615.78,1.0,25746.5,0.0
2224760.0,13626.66,1.0,27809.5,0.0
2605176.0,15956.7,1.0,32564.7,0.0
2255320.0,13813.83,1.0,28191.5,0.0
2928256.0,17935.57,1.0,36603.2,0.0
2446872.0,14987.09,1.0,30585.9,0.0
2621232.0,16055.05,1.0,32765.4,0.0
5779961.2,20046.58,0.989,40911.4,501.4
3370704.0,20645.56,1.0,42133.8,0.0
3825024.0,23428.27,1.0,47812.8,0.0
24801600.8,22227.02,0.916,45361.3,4234.5
3475088.0,21284.91,1.0,43438.6,0.0
3070232.0,18805.17,1.0,38377.9,0.0
2951904.0,18080.41,1.0,36898.8,0.0
2269864.0,13902.92,1.0,28373.3,0.0
2774960.0,16996.63,1.0,34687.0,0.0
3013176.0,18455.7,1.0,37664.7,0.0
23554430.8,19119.07,0.9057,39018.5,4086.6
3039192.0,18615.05,1.0,37989.9,0.0
2555088.0,15649.91,1.0,31938.6,0.0
14912142.4,25213.82,0.9622,51456.8,2159.1
4189744.0,25662.18,1.0,52371.8,0.0
3544176.0,21708.08,1.0,44302.2,0.0
2792488.0,17103.99,1.0,34906.1,0.0
2882880.0,17657.64,1.0,36036.0,0.0
3030032.0,18558.95,1.0,37875.4,0.0
9299720.8,26729.63,0.9837,54550.3,987.1
4549672.0,27866.74,1.0,56870.9,0.0
2694096.0,16501.34,1.0,33676.2,0.0
2925648.0,17919.59,1.0,36570.6,0.0
3684416.0,22567.05,1.0,46055.2,0.0
5381708.8,21703.99,0.9925,44293.9,367.6
1787832.0,10950.47,1.0,22347.9,0.0
4349168.0,26638.65,1.0,54364.6,0.0
1982200.0,12140.98,1.0,24777.5,0.0
4365016.0,26735.72,1.0,54562.7,0.0
31069562.4,26530.21,0.9111,54143.3,5347.6
3081840.0,18876.27,1.0,38523.0,0.0
2468920.0,15122.14,1.0,30861.5,0.0
3101320.0,18995.58,1.0,38766.5,0.0
2157712.0,13215.99,1.0,26971.4,0.0
2963080.0,18148.87,1.0,37038.5,0.0
22336746.0,19979.73,0.9158,40775.0,3814.9
2692240.0,16489.97,1.0,33653.0,0.0
3077792.0,18851.48,1.0,38472.4,0.0
4575040.0,28022.12,1.0,57188.0,0.0
2657336.0,16276.18,1.0,33216.7,0.0
1640328.0,10047.01,1.0,20504.1,0.0
3317368.0,20318.88,1.0,41467.1,0.0
2902112.0,17775.44,1.0,36276.4,0.0
2903872.0,17786.22,1.0,36298.4,0.0
2923336.0,17905.43,1.0,36541.7,0.0
3165120.0,19386.36,1.0,39564.0,0.0
3019042.8,17110.76,0.9988,34919.9,45.1
2528200.0,15485.23,1.0,31602.5,0.0
2057160.0,12600.1,1.0,25714.5,0.0
2950256.0,18070.32,1.0,36878.2,0.0
2198504.0,13465.84,1.0,27481.3,0.0
2298952.0,14081.08,1.0,28736.9,0.0
2366464.0,14494.59,1.0,29580.8,0.0
2373360.0,14536.83,1.0,29667.0,0.0
2218056.0,13585.59,1.0,27725.7,0.0
3035384.0,18591.73,1.0,37942.3,0.0
21057470.0,24672.85,0.9391,50352.8,3405.8
1805592.0,11059.25,1.0,22569.9,0.0
2611928.0,15998.06,1.0,32649.1,0.0
2923728.0,17907.83,1.0,36546.6,0.0
2658136.0,16281.08,1.0,33226.7,0.0
13313784.0,18134.8,0.9496,37009.8,2070.6
8314659.6,23749.75,0.9835,48468.9,887.4
31159300.8,24972.24,0.9043,50963.8,5416.4
3355952.0,20555.21,1.0,41949.4,0.0
25726977.6,21238.91,0.9076,43344.7,4451.9
2848464.0,17446.84,1.0,35605.8,0.0
14004069.2,23492.56,0.9618,47944.0,2033.7
26550836.4,22552.17,0.9106,46024.8,4573.8
1860792.0,11397.35,1.0,23259.9,0.0
2689000.0,16470.12,1.0,33612.5,0.0
30934319.6,24810.35,0.9044,50633.4,5376.7
27129901.2,21268.15,0.9019,43404.4,4731.5
11345867.2,17934.41,0.9586,36600.8,1683.6
2544496.0,15585.04,1.0,31806.2,0.0
33315414.8,29635.6,0.9152,60480.8,5695.4
7788246.8,23497.32,0.9852,47953.7,790.4
3012576.0,18452.03,1.0,37657.2,0.0
2846408.0,17434.25,1.0,35580.1,0.0
4505376.0,27595.43,1.0,56317.2,0.0
2623256.0,16067.44,1.0,32790.7,0.0
3280560.0,20093.43,1.0,41007.0,0.0
2008656.0,12303.02,1.0,25108.2,0.0
2740048.0,16782.79,1.0,34250.6,0.0
2880560.0,17643.43,1.0,36007.0,0.0
2058800.0,12610.15,1.0,25735.0,0.0
2256128.0,13818.78,1.0,28201.6,0.0
10362720.4,25053.52,0.9779,51129.6,1254.5
2053056.0,12574.97,1.0,25663.2,0.0
2577504.0,15787.21,1.0,32218.8,0.0
3423128.0,20966.66,1.0,42789.1,0.0
2157624.0,13215.45,1.0,26970.3,0.0
21871984.4,23989.39,0.934,48957.9,3591.1
1747368.0,10702.63,1.0,21842.1,0.0
2393056.0,14657.47,1.0,29913.2,0.0
3464080.0,21217.49,1.0,43301.0,0.0
3323392.0,20355.78,1.0,41542.4,0.0
3517080.0,21542.12,1.0,43963.5,0.0
5528582.0,17758.41,0.9869,36241.7,525.8
2730296.0,16723.06,1.0,34128.7,0.0
12761283.2,18310.58,0.9529,37368.5,1954.4
29510177.2,27324.4,0.9191,55764.1,5009.8
7107232.4,25062.78,0.9894,51148.5,603.1
2814984.0,17241.78,1.0,35187.3,0.0
3315400.0,20306.83,1.0,41442.5,0.0
4497792.0,27548.98,1.0,56222.4,0.0
2451632.0,15016.25,1.0,30645.4,0.0
18885299.2,16834.56,0.9155,34356.2,3227.4
10555448.4,27269.1,0.9803,55651.2,1220.7
2150032.0,13168.95,1.0,26875.4,0.0
3423004.8,20444.05,0.9996,41722.6,17.0
9744829.6,23384.82,0.9776,47724.1,1185.4
3360368.0,20582.25,1.0,42004.6,0.0
3425544.0,20981.46,1.0,42819.3,0.0
3358696.0,20572.01,1.0,41983.7,0.0
13101567.6,25883.75,0.9698,52824.0,1775.1
1905680.0,11672.29,1.0,23821.0,0.0
4416318.0,20641.67,0.9955,42125.8,209.2
3458464.0,21183.09,1.0,43230.8,0.0
33070507.6,34051.07,0.9287,69492.0,5502.2
3037936.0,18607.36,1.0,37974.2,0.0
3336512.0,20436.14,1.0,41706.4,0.0
6100471.2,22204.17,0.9902,45314.6,495.1
1999288.0,12245.64,1.0,24991.1,0.0
2834104.0,17358.89,1.0,35426.3,0.0
36581465.6,30766.28,0.9095,62788.3,6311.7
1800320.0,11026.96,1.0,22504.0,0.0
2762128.0,16918.03,1.0,34526.6,0.0
5204470.0,22908.85,0.9944,46752.8,292.8
2270496.0,13906.79,1.0,28381.2,0.0
3102616.0,19003.52,1.0,38782.7,0.0
4843999.2,24155.16,0.9967,49296.2,180.1
2807232.0,17194.3,1.0,35090.4,0.0
2480408.0,15192.5,1.0,31005.1,0.0
3099080.0,18981.87,1.0,38738.5,0.0
2991808.0,18324.82,1.0,37397.6,0.0
5428462.4,22043.03,0.9927,44985.8,365.9
2964568.0,18157.98,1.0,37057.1,0.0
3454872.0,21161.09,1.0,43185.9,0.0
2043680.0,12517.54,1.0,25546.0,0.0
2095968.0,12837.8,1.0,26199.6,0.0
3501280.0,21445.34,1.0,43766.0,0.0
1962672.0,12021.37,1.0,24533.4,0.0
3058144.0,18731.13,1.0,38226.8,0.0
2220816.0,13602.5,1.0,27760.2,0.0
3004040.0,18399.74,1.0,37550.5,0.0
2612400.0,16000.95,1.0,32655.0,0.0
22187128.8,23681.88,0.9318,48330.4,3664.1
3058456.0,18733.04,1.0,38230.7,0.0
2309088.0,14143.16,1.0,28863.6,0.0
3415992.0,20922.95,1.0,42699.9,0.0
3842080.0,23532.74,1.0,48026.0,0.0
8093847.6,25162.71,0.986,51352.5,797.1
11887184.4,17694.11,0.9551,36110.4,1799.7
3661920.0,22429.26,1.0,45774.0,0.0
23582614.4,24530.71,0.9296,50062.7,3915.5
10291624.4,22168.06,0.9735,45240.9,1334.5
2041888.0,12506.56,1.0,25523.6,0.0
3101240.0,18995.1,1.0,38765.5,0.0
2743824.0,16805.92,1.0,34297.8,0.0
4205544.0,25758.96,1.0,52569.3,0.0
10217190.8,28194.85,0.9824,57540.5,1122.8
3167880.0,19403.26,1.0,39598.5,0.0
2248816.0,13774.0,1.0,28110.2,0.0
3084408.0,18892.0,1.0,38555.1,0.0
2560896.0,15685.49,1.0,32011.2,0.0
4705880.0,28823.51,1.0,58823.5,0.0
3050376.0,18683.55,1.0,38129.7,0.0
21054932.8,24963.86,0.94,50946.7,3395.8
2348336.0,14383.56,1.0,29354.2,0.0
22178791.2,20466.63,0.9188,41768.6,3767.5
28266425.6,24947.28,0.9145,50912.8,4838.7
15947609.2,20932.55,0.9472,42719.5,2506.0
2828520.0,17324.69,1.0,35356.5,0.0
3842632.0,23536.12,1.0,48032.9,0.0
11985170.0,20031.32,0.9616,40880.2,1742.9
19309967.6,15828.95,0.9068,32304.0,3345.1
2091080.0,12807.86,1.0,26138.5,0.0
28475667.2,23954.06,0.9096,48885.8,4913.0
2171072.0,13297.82,1.0,27138.4,0.0
3917960.0,23997.51,1.0,48974.5,0.0
1982888.0,12145.19,1.0,24786.1,0.0
3138552.0,19223.63,1.0,39231.9,0.0
2724616.0,16688.27,1.0,34057.7,0.0
2662808.0,16309.7,1.0,33285.1,0.0
9308022.0,21515.73,0.9762,43909.7,1159.0
2743760.0,16805.53,1.0,34297.0,0.0
22577268.8,18938.92,0.9093,38650.9,3897.0
3455632.0,21165.75,1.0,43195.4,0.0
2689376.0,16472.43,1.0,33617.2,0.0
5018470.8,19094.81,0.9912,38969.0,380.2
2232040.0,13671.25,1.0,27900.5,0.0
4819152.0,29517.31,1.0,60239.4,0.0
28906932.0,27289.52,0.921,55692.9,4890.3
1507136.0,9231.21,1.0,18839.2,0.0
3406648.0,20865.72,1.0,42583.1,0.0
2688136.0,16464.83,1.0,33601.7,0.0
2067832.0,12665.47,1.0,25847.9,0.0
1979000.0,12121.38,1.0,24737.5,0.0
9622234.8,24811.06,0.9802,50634.8,1114.3
29466683.6,29280.77,0.9256,59756.7,4937.2
4110640.0,25177.67,1.0,51383.0,0.0
2352040.0,14406.25,1.0,29400.5,0.0
13460663.6,27446.21,0.9711,56012.7,1795.9
3296712.0,20192.36,1.0,41208.9,0.0
2668056.0,16341.84,1.0,33350.7,0.0
2057224.0,12600.5,1.0,25715.3,0.0
10881777.6,28471.31,0.9807,58104.7,1246.7
3045528.0,18653.86,1.0,38069.1,0.0
2156016.0,13205.6,1.0,26950.2,0.0
5011624.0,30696.2,1.0,62645.3,0.0
10112923.6,15519.36,0.9569,31672.2,1515.8
3115768.0,19084.08,1.0,38947.1,0.0
3152352.0,19308.16,1.0,39404.4,0.0
2924304.0,17911.36,1.0,36553.8,0.0
25800764.8,23400.96,0.9172,47757.1,4396.0
2518040.0,15423.0,1.0,31475.5,0.0
2459448.0,15064.12,1.0,30743.1,0.0
3078352.0,18854.91,1.0,38479.4,0.0
3004256.0,18401.07,1.0,37553.2,0.0
2945328.0,18040.13,1.0,36816.6,0.0
17157442.0,16823.49,0.9244,34333.7,2882.2
2725048.0,16690.92,1.0,34063.1,0.0
3057528.0,18727.36,1.0,38219.1,0.0
22006584.4,19877.06,0.9168,40565.4,3752.3
2512000.0,15386.0,1.0,31400.0,0.0
10453294.0,19851.39,0.968,40513.1,1442.4
31778264.0,26939.37,0.9104,54978.3,5476.0
2042520.0,12510.43,1.0,25531.5,0.0
4055566.4,21131.04,0.9975,43124.6,121.1
2857288.0,17500.89,1.0,35716.1,0.0
3042320.0,18634.21,1.0,38029.0,0.0
4546176.0,27845.33,1.0,56827.2,0.0
22140978.8,18990.74,0.9116,38756.6,3808.1
1857408.0,11376.62,1.0,23217.6,0.0
2456696.0,15047.26,1.0,30708.7,0.0
36946487.2,32910.77,0.9154,67164.8,6314.7
3126944.0,19152.53,1.0,39086.8,0.0
3108272.0,19038.17,1.0,38853.4,0.0
24296695.2,19124.67,0.9023,39029.9,4234.9
7016143.6,28588.4,0.9928,58343.7,469.7
1949080.0,11938.11,1.0,24363.5,0.0
2868512.0,17569.64,1.0,35856.4,0.0
3315440.0,20307.07,1.0,41443.0,0.0
6771569.6,22853.41,0.9883,46639.6,608.1
2031832.0,12444.97,1.0,25397.9,0.0
4054464.0,24833.59,1.0,50680.8,0.0
14979302.8,14500.04,0.9233,29591.9,2522.4
2494576.0,15279.28,1.0,31182.2,0.0
3800960.0,23280.88,1.0,47512.0,0.0
4732280.0,28985.22,1.0,59153.5,0.0
2386656.0,14618.27,1.0,29833.2,0.0
29353165.2,25110.14,0.9113,51245.2,5050.7
33285721.6,28758.84,0.9123,58691.5,5718.1
2251928.0,13793.06,1.0,28149.1,0.0
2457984.0,15055.15,1.0,30724.8,0.0
2812408.0,17226.0,1.0,35155.1,0.0
2993656.0,18336.14,1.0,37420.7,0.0
2145192.0,13139.3,1.0,26814.9,0.0
2526592.0,15475.38,1.0,31582.4,0.0
4349576.0,26641.15,1.0,54369.7,0.0
7376931.2,25150.05,0.9885,51326.6,654.2
4670248.0,28605.27,1.0,58378.1,0.0
2665128.0,16323.91,1.0,33314.1,0.0
38595378.8,31812.81,0.9074,64924.1,6680.3
4410656.0,27015.27,1.0,55133.2,0.0
4099424.0,25108.97,1.0,51242.8,0.0
2893680.0,17723.79,1.0,36171.0,0.0
4034664.0,24712.32,1.0,50433.3,0.0
2688296.0,16465.81,1.0,33603.7,0.0
16866168.0,20029.78,0.9401,40877.1,2719.2
2464632.0,15095.87,1.0,30807.9,0.0
3626288.0,22211.01,1.0,45328.6,0.0
19368392.0,20974.4,0.933,42804.9,3188.8
3213128.0,19680.41,1.0,40164.1,0.0
2263112.0,13861.56,1.0,28288.9,0.0
1827144.0,11191.26,1.0,22839.3,0.0
2319168.0,14204.9,1.0,28989.6,0.0
23086755.2,18288.98,0.9031,37324.4,4020.2
3665408.0,22450.62,1.0,45817.6,0.0
15066433.2,14402.22,0.9221,29392.3,2543.0
1947784.0,11930.18,1.0,24347.3,0.0
4264968.0,26122.93,1.0,53312.1,0.0
2901392.0,17771.03,1.0,36267.4,0.0
3329792.0,20394.98,1.0,41622.4,0.0
2587928.0,15851.06,1.0,32349.1,0.0
3606912.0,22092.34,1.0,45086.4,0.0
2599984.0,15924.9,1.0,32499.8,0.0
3843481.2,17857.02,0.9954,36442.9,185.6
3499576.0,21434.9,1.0,43744.7,0.0
3271760.0,20039.53,1.0,40897.0,0.0
2865744.0,17552.68,1.0,35821.8,0.0
2544760.0,15586.66,1.0,31809.5,0.0
3449552.0,21128.51,1.0,43119.4,0.0
4038136.0,24733.58,1.0,50476.7,0.0
3339000.0,20451.38,1.0,41737.5,0.0
23589121.2,20445.69,0.9126,41725.9,4050.2
2909744.0,17822.18,1.0,36371.8,0.0
3022272.0,18511.42,1.0,37778.4,0.0
27832860.4,23728.31,0.9109,48425.1,4791.8
2116104.0,12961.14,1.0,26451.3,0.0
2708976.0,16592.48,1.0,33862.2,0.0
9886661.2,19980.43,0.9708,40776.4,1324.9
11373931.2,20409.3,0.9652,41651.6,1608.4
2837824.0,17381.67,1.0,35472.8,0.0
2123296.0,13005.19,1.0,26541.2,0.0
38153171.2,30406.77,0.9037,62054.6,6637.8
2669296.0,16349.44,1.0,33366.2,0.0
1933336.0,11841.68,1.0,24166.7,0.0
2737336.0,16766.18,1.0,34216.7,0.0
23815290.8,26232.4,0.9343,53535.5,3906.5
14541080.4,29190.1,0.9705,59571.6,1955.1
4032600.0,24699.67,1.0,50407.5,0.0
3404024.0,20849.65,1.0,42550.3,0.0
3568096.0,21854.59,1.0,44601.2,0.0
3150056.0,19294.09,1.0,39375.7,0.0
2074872.0,12708.59,1.0,25935.9,0.0
2460616.0,15071.27,1.0,30757.7,0.0
3407184.0,20869.0,1.0,42589.8,0.0
18212156.0,17154.02,0.9208,35008.2,3082.3
20527712.0,23812.24,0.9384,48596.4,3328.0
3530624.0,21625.07,1.0,44132.8,0.0
24260652.4,21417.91,0.9145,43710.0,4152.8
2039424.0,12491.47,1.0,25492.8,0.0
2212432.0,13551.15,1.0,27655.4,0.0
