scenario_id,demand_mw,solar_mw,wind_mw,coal_mw,renewable_mw,unserved_pct,risk_label,baseline_cost_inr,optimal_cost_inr,cost_saving_inr,baseline_unserved,optimal_unserved,lng_price,stress_event,crisis_event,baseline_blackout,optimal_blackout,renewable_pct
1350,115080.0,23132.0,2072.0,41424.0,25204.0,37.0,HIGH,2676146158.0,2645373747.0,30772412.0,42619.0,42038.70464335301,9.8,False,False,1,1,21.9
1351,74561.0,2124.0,500.0,32204.0,2624.0,44.2,HIGH,2077984357.0,2048672241.0,29312116.0,32965.0,32407.13624658826,10.5,False,False,1,1,3.5
1352,128604.0,0.0,2159.0,34538.0,2159.0,67.0,HIGH,5272213515.0,5244950421.0,27263094.0,86108.0,85581.84170199264,11.5,False,False,1,1,1.7
1353,83287.0,497.0,3644.0,37353.0,4142.0,41.3,HIGH,2175296169.0,2146603670.0,28692499.0,34387.0,33838.875789774276,10.8,False,False,1,1,5.0
1354,58369.0,4573.0,6310.0,35684.0,10883.0,3.4,LOW,232283595.0,211458279.0,20825316.0,2014.0,1592.9467250121802,14.8,False,False,1,1,18.6
1355,115393.0,9310.0,3702.0,35680.0,13012.0,51.9,HIGH,3701375900.0,3677490584.0,23885316.0,59859.0,59387.68714141525,13.2,False,False,1,1,11.3
1356,105526.0,433.0,5975.0,36381.0,6408.0,52.0,HIGH,3384811256.0,3382338274.0,2472982.0,54916.0,54859.24064584545,22.85,True,False,1,1,6.1
1357,57360.0,16399.0,4701.0,39692.0,21100.0,0.0,LOW,91139790.0,91139790.0,0.0,0.0,0.0,15.2,False,False,0,0,36.8
1358,67051.0,10903.0,1308.0,38302.0,12211.0,15.7,MEDIUM,743632177.0,418320061.0,325312116.0,10508.0,4950.488918402479,10.5,False,False,1,1,18.2
1359,121547.0,165.0,5198.0,40126.0,5364.0,56.6,HIGH,4245734596.0,4221849280.0,23885316.0,68765.0,68293.58973605283,13.2,False,False,1,1,4.4
1360,98567.0,370.0,2753.0,37218.0,3123.0,52.4,HIGH,3213474287.0,3192083672.0,21390616.0,51670.0,51240.13067749832,14.5,False,False,1,1,3.2
1361,66764.0,3795.0,2589.0,32376.0,6384.0,36.6,HIGH,1558662041.0,1550913948.0,7748094.0,24415.0,24233.030024329557,24.7,True,False,1,1,9.6
1362,106762.0,180.0,1428.0,37029.0,1608.0,60.3,HIGH,3959760021.0,3950363662.0,9396359.0,64344.0,64146.308195589205,17.56,True,False,1,1,1.5
1363,94574.0,14871.0,1306.0,36085.0,16177.0,41.1,HIGH,2430339753.0,2423922339.0,6417414.0,38897.0,38749.69476698089,22.95,True,False,1,1,17.1
1364,74631.0,0.0,3170.0,40486.0,3170.0,32.3,HIGH,1565960999.0,1537268499.0,28692499.0,24121.0,23573.009287137018,10.8,False,False,1,1,4.2
1365,125043.0,24083.0,500.0,39276.0,24583.0,46.7,HIGH,3589988008.0,3587692608.0,2295400.0,58334.0,58290.49640907902,10.8,False,True,1,1,19.7
1366,73374.0,6214.0,4830.0,38472.0,11044.0,23.8,HIGH,1159835571.0,1130523455.0,29312116.0,17436.0,16877.690310247428,10.5,False,False,1,1,15.1
1367,85320.0,7046.0,2020.0,37292.0,9066.0,38.3,HIGH,2075079097.0,2053688482.0,21390616.0,32697.0,32266.590681089754,14.5,False,False,1,1,10.6
1368,71959.0,15190.0,2863.0,34355.0,18053.0,13.9,MEDIUM,708909825.0,686759637.0,22150188.0,10008.0,9564.840423190133,14.1,False,False,1,1,25.1
1369,78430.0,19806.0,1103.0,37119.0,20909.0,17.5,MEDIUM,937233393.0,909360189.0,27873203.0,13761.0,13225.464308477283,11.2,False,False,1,1,26.7
1370,77292.0,20679.0,2050.0,34640.0,22730.0,18.2,MEDIUM,947810653.0,919937450.0,27873203.0,14034.0,13498.916323880614,11.2,False,False,1,1,29.4
1371,80470.0,9023.0,3527.0,36871.0,12550.0,33.3,HIGH,1708173138.0,1697614558.0,10558579.0,26818.0,26600.362033726728,16.13,True,False,1,1,15.6
1372,77151.0,20048.0,2828.0,37584.0,22876.0,14.9,MEDIUM,802100184.0,772788068.0,29312116.0,11516.0,10958.396539084788,10.5,False,False,1,1,29.7
1373,67435.0,8666.0,500.0,35203.0,9166.0,21.7,HIGH,988728586.0,966578398.0,22150188.0,14650.0,14206.782939229259,14.1,False,False,1,1,13.6
1374,92381.0,10396.0,5160.0,37084.0,15556.0,40.5,HIGH,2329143419.0,2326798450.0,2344969.0,37405.0,37360.75203245145,10.5,False,True,1,1,16.8
1375,101534.0,8285.0,1422.0,36909.0,9706.0,50.2,HIGH,3148019083.0,3142112986.0,5906097.0,50936.0,50814.91730524556,15.83,True,False,1,1,9.6
1376,76471.0,5349.0,1903.0,35072.0,7252.0,36.6,HIGH,1785062085.0,1757188882.0,27873203.0,27970.0,27434.86185817406,11.2,False,False,1,1,9.5
1377,116836.0,339.0,5692.0,34025.0,6030.0,64.0,HIGH,4572557664.0,4568731211.0,3826454.0,74767.0,74676.06041432482,25.41,True,False,1,1,5.2
1378,92981.0,0.0,4567.0,36710.0,4567.0,51.9,HIGH,2982025975.0,2980314725.0,1711249.0,48288.0,48254.062446332544,14.5,False,True,1,1,4.9
1379,59492.0,10396.0,2154.0,39824.0,12550.0,1.6,LOW,172780631.0,144907428.0,27873203.0,925.0,389.1279529356707,11.2,False,False,0,0,21.1
1380,69764.0,2981.0,3020.0,41042.0,6001.0,23.1,HIGH,1086496000.0,1057803501.0,28692499.0,16112.0,15563.58497947306,10.8,False,False,1,1,8.6
1381,116158.0,18851.0,4893.0,36790.0,23744.0,42.1,HIGH,3046478209.0,3022592893.0,23885316.0,48905.0,48433.06145232916,13.2,False,False,1,1,20.4
1382,87797.0,14465.0,4427.0,37488.0,18893.0,28.6,HIGH,1621360918.0,1599970302.0,21390616.0,25128.0,24697.23751842033,14.5,False,False,1,1,21.5
1383,70827.0,0.0,3178.0,31122.0,3178.0,45.0,HIGH,1991527390.0,1988443404.0,3083985.0,31867.0,31793.63796591088,25.61,True,False,1,1,4.5
1384,60872.0,746.0,9439.0,38457.0,10185.0,5.2,LOW,305517981.0,285439567.0,20078414.0,3140.0,2731.738120589746,15.2,False,False,1,1,16.7
1385,103011.0,908.0,3513.0,36518.0,4421.0,56.9,HIGH,3612720658.0,3608325648.0,4395009.0,58639.0,58534.60974585327,25.49,True,False,1,1,4.3
1386,74754.0,10629.0,4260.0,39212.0,14889.0,19.1,MEDIUM,972149524.0,944276321.0,27873203.0,14268.0,13732.772501486157,11.2,False,False,1,1,19.9
1387,93005.0,1947.0,4893.0,36575.0,6839.0,47.4,HIGH,2754636351.0,2727373258.0,27263094.0,44076.0,43549.883642068075,11.5,False,False,1,1,7.4
1388,76614.0,152.0,8573.0,35682.0,8725.0,32.5,HIGH,1583247022.0,1580722547.0,2524475.0,24923.0,24866.577252082225,21.92,True,False,1,1,11.4
1389,51534.0,1282.0,6689.0,37438.0,7971.0,0.0,LOW,86080330.0,86080330.0,0.0,0.0,0.0,15.2,False,False,0,0,15.5
1390,56052.0,355.0,5983.0,36073.0,6338.0,12.8,MEDIUM,541363879.0,447250104.0,94113775.0,7183.0,5525.638420274897,12.9,False,False,1,1,11.3
1391,100111.0,1313.0,1814.0,37870.0,3127.0,52.8,HIGH,3287045402.0,3259782308.0,27263094.0,52896.0,52370.03065181074,11.5,False,False,1,1,3.1
1392,84470.0,1280.0,524.0,34896.0,1804.0,48.1,HIGH,2545830179.0,2521357837.0,24472342.0,40629.0,40147.241973702454,12.9,False,False,1,1,2.1
1393,142000.0,16653.0,4344.0,38301.0,20997.0,55.6,HIGH,4838520512.0,4828521462.0,9999051.0,78926.0,78715.5536717464,17.59,True,False,1,1,14.8
1394,79618.0,1599.0,4775.0,40063.0,6374.0,34.4,HIGH,1759619863.0,1731746660.0,27873203.0,27366.0,26830.833988545724,11.2,False,False,1,1,8.0
1395,89202.0,4255.0,5333.0,39361.0,9588.0,41.8,HIGH,2336802351.0,2327698750.0,9103601.0,37253.0,37065.87745292308,15.99,True,False,1,1,10.7
1396,87045.0,21873.0,2519.0,37597.0,24392.0,20.3,HIGH,1176709911.0,1152237568.0,24472342.0,17709.0,17227.82499758564,12.9,False,False,1,1,28.0
1397,64218.0,0.0,5633.0,37006.0,5633.0,23.8,HIGH,1027959116.0,1000085913.0,27873203.0,15280.0,14744.550536890336,11.2,False,False,1,1,8.8
1398,73082.0,11362.0,2651.0,37418.0,14013.0,17.6,MEDIUM,886894860.0,864744672.0,22150188.0,12868.0,12425.28317312715,14.1,False,False,1,1,19.2
1399,73974.0,0.0,5272.0,33607.0,5272.0,36.9,HIGH,1741962754.0,1719238512.0,22724242.0,27268.0,26815.17065969814,13.8,False,False,1,1,7.1
1400,105776.0,11046.0,3439.0,36839.0,14485.0,46.2,HIGH,3040975546.0,3013712453.0,27263094.0,48838.0,48311.70539088705,11.5,False,False,1,1,13.7
1401,91810.0,4986.0,6945.0,35427.0,11931.0,40.8,HIGH,2340359225.0,2335683637.0,4675588.0,37421.0,37307.629458214265,26.25,True,False,1,1,13.0
1402,72353.0,6065.0,5264.0,37278.0,11330.0,24.6,HIGH,1177665914.0,1149792710.0,27873203.0,17768.0,17232.37066444977,11.2,False,False,1,1,15.7
1403,98503.0,15851.0,500.0,38005.0,16351.0,38.3,HIGH,2379522755.0,2358132140.0,21390616.0,37744.0,37313.355643232135,14.5,False,False,1,1,16.6
1404,111638.0,183.0,4244.0,40947.0,4427.0,55.5,HIGH,3827611041.0,3820384942.0,7226099.0,61959.0,61792.47353146892,23.36,True,False,1,1,4.0
1405,90229.0,0.0,2054.0,38729.0,2054.0,51.8,HIGH,2894419844.0,2891272595.0,3147249.0,46706.0,46639.37184121069,18.07,True,False,1,1,2.3
1406,94656.0,6843.0,4925.0,41069.0,11768.0,38.7,HIGH,2300183487.0,2296957416.0,3226071.0,36664.0,36591.20182248541,22.18,True,False,1,1,12.4
1407,56678.0,16870.0,4227.0,36656.0,21098.0,0.0,LOW,83851620.0,83851620.0,0.0,0.0,0.0,14.1,False,False,0,0,37.2
1408,117231.0,13612.0,500.0,36224.0,14112.0,51.9,HIGH,3761411492.0,3438148398.0,323263094.0,60864.0,55338.054986233874,11.5,False,False,1,1,12.0
1409,77137.0,26165.0,4969.0,42127.0,31134.0,0.0,LOW,101162980.0,101162980.0,0.0,0.0,0.0,11.2,False,False,0,0,40.4
1410,84467.0,18353.0,5147.0,36795.0,23500.0,20.2,HIGH,1133364662.0,1104672163.0,28692499.0,17044.0,16496.12100911215,10.8,False,False,1,1,27.8
1411,83941.0,3891.0,5183.0,33618.0,9073.0,40.5,HIGH,2130493382.0,2125495227.0,4998155.0,33974.0,33853.23885608484,26.09,True,False,1,1,10.8
1412,67686.0,1239.0,2996.0,34177.0,4235.0,34.1,HIGH,1490399134.0,1462525931.0,27873203.0,23092.0,22556.571000253105,11.2,False,False,1,1,6.3
1413,87711.0,927.0,9023.0,38362.0,9949.0,41.3,HIGH,2272452482.0,2266714784.0,5737698.0,36181.0,36045.58397832172,24.96,True,False,1,1,11.3
1414,65259.0,16687.0,500.0,33690.0,17187.0,12.5,MEDIUM,594454200.0,565142084.0,29312116.0,8190.0,7631.93197208238,10.5,False,False,1,1,26.3
1415,75115.0,0.0,9782.0,37377.0,9782.0,29.2,HIGH,1405063637.0,1403291622.0,1772015.0,21960.0,21924.37623767918,14.1,False,True,1,1,13.0
1416,120908.0,852.0,4809.0,40793.0,5661.0,58.8,HIGH,4370624656.0,4363002307.0,7622349.0,71088.0,70924.44808892695,18.75,True,False,1,1,4.7
1417,81427.0,23005.0,1262.0,33479.0,24266.0,21.5,HIGH,1154267833.0,1129795491.0,24472342.0,17496.0,17014.464041635038,12.9,False,False,1,1,29.8
1418,61973.0,1485.0,7111.0,34790.0,8596.0,14.8,MEDIUM,660548256.0,639722940.0,20825316.0,9187.0,8766.710237559028,14.8,False,False,1,1,13.9
1419,91791.0,13775.0,1620.0,37418.0,15395.0,35.4,HIGH,2063755130.0,2042364515.0,21390616.0,32502.0,32071.4698948311,14.5,False,False,1,1,16.8
1420,120295.0,22922.0,1865.0,37222.0,24787.0,42.9,HIGH,3209238386.0,3178465974.0,30772412.0,51651.0,51070.98209874247,9.8,False,False,1,1,20.6
1421,95307.0,21252.0,802.0,38555.0,22054.0,29.7,HIGH,1810628579.0,1781936079.0,28692499.0,28273.0,27725.173785665716,10.8,False,False,1,1,23.1
1422,78532.0,2175.0,508.0,36834.0,2683.0,38.5,HIGH,1925795352.0,1903645164.0,22150188.0,30205.0,29761.479213977425,14.1,False,False,1,1,3.4
1423,57607.0,2505.0,8078.0,38453.0,10583.0,0.0,LOW,107418592.0,107418592.0,0.0,0.0,0.0,14.8,False,False,0,0,18.4
1424,56312.0,5108.0,6603.0,35419.0,11711.0,0.0,LOW,104950882.0,104950882.0,0.0,0.0,0.0,14.1,False,False,0,0,20.8
1425,82428.0,1099.0,2702.0,39744.0,3801.0,40.1,HIGH,2102710608.0,2075447515.0,27263094.0,33092.0,32565.94109179943,11.5,False,False,1,1,4.6
1426,61948.0,0.0,7848.0,33719.0,7848.0,15.6,MEDIUM,686366844.0,666288430.0,20078414.0,9647.0,9239.225838945615,15.2,False,False,1,1,12.7
1427,124902.0,0.0,2252.0,35470.0,2252.0,68.0,HIGH,5184650139.0,5181269857.0,3380281.0,84982.0,84908.14766274973,19.74,True,False,1,1,1.8
1428,55890.0,2742.0,6287.0,37838.0,9029.0,0.0,LOW,101438605.0,101438605.0,0.0,0.0,0.0,15.2,False,False,0,0,16.2
1429,87898.0,236.0,8950.0,40394.0,9185.0,34.6,HIGH,1946564010.0,1922678694.0,23885316.0,30431.0,29959.279802515615,13.2,False,False,1,1,10.4
1430,100497.0,1588.0,3830.0,40169.0,5418.0,52.1,HIGH,3233326173.0,3230981203.0,2344969.0,52360.0,52315.573087312034,10.5,False,True,1,1,5.4
1431,92920.0,0.0,2087.0,37661.0,2087.0,50.5,HIGH,2925943236.0,2895170825.0,30772412.0,46917.0,46336.45478113188,9.8,False,False,1,1,2.2
1432,124314.0,1112.0,2611.0,35845.0,3722.0,63.4,HIGH,4838716079.0,4807943668.0,30772412.0,78866.0,78285.70483070826,9.8,False,False,1,1,3.0
1433,87161.0,0.0,2125.0,39153.0,2125.0,47.5,HIGH,2588094119.0,2580987875.0,7106244.0,41379.0,41217.34512260793,22.78,True,False,1,1,2.4
1434,108156.0,25509.0,4439.0,37037.0,29948.0,32.7,HIGH,2233015226.0,2202242814.0,30772412.0,35395.0,34814.519105062966,9.8,False,False,1,1,27.7
1435,54919.0,224.0,2911.0,38501.0,3135.0,5.6,LOW,302935600.0,282857186.0,20078414.0,3086.0,2677.8595993515614,15.2,False,False,1,1,5.7
1436,51465.0,1332.0,6527.0,35769.0,7859.0,0.0,LOW,102728735.0,102728735.0,0.0,0.0,0.0,14.1,False,False,0,0,15.3
1437,81714.0,12311.0,3643.0,36947.0,15954.0,26.9,HIGH,1431152623.0,1409762007.0,21390616.0,21973.0,21542.337600260253,14.5,False,False,1,1,19.5
1438,76583.0,0.0,1592.0,39033.0,1592.0,37.5,HIGH,1840482970.0,1816010628.0,24472342.0,28720.0,28238.947656261276,12.9,False,False,1,1,2.1
1439,75546.0,21235.0,500.0,37597.0,21735.0,11.7,MEDIUM,646170782.0,621698439.0,24472342.0,8867.0,8385.50618123412,12.9,False,False,1,1,28.8
1440,54368.0,623.0,500.0,35902.0,1123.0,16.5,MEDIUM,650329221.0,627604979.0,22724242.0,8985.0,8532.705434355212,13.8,False,False,1,1,2.1
1441,127081.0,9388.0,3003.0,37277.0,12390.0,56.1,HIGH,4384837975.0,4354065563.0,30772412.0,71246.0,70666.17192184323,9.8,False,False,1,1,9.7
1442,86516.0,1614.0,2803.0,38096.0,4417.0,46.8,HIGH,2514936667.0,2513225417.0,1711249.0,40452.0,40417.28331329262,14.5,False,True,1,1,5.1
1443,59043.0,0.0,4162.0,38072.0,4162.0,18.5,MEDIUM,766189728.0,736877612.0,29312116.0,10894.0,10335.827764134148,10.5,False,False,1,1,7.0
1444,60055.0,0.0,3116.0,38704.0,3116.0,18.1,MEDIUM,768346611.0,745622369.0,22724242.0,10858.0,10405.077775932721,13.8,False,False,1,1,5.2
1445,66524.0,17535.0,5952.0,38203.0,23486.0,0.0,LOW,87136080.0,87136080.0,0.0,0.0,0.0,14.1,False,False,0,0,35.3
1446,82036.0,637.0,1730.0,40060.0,2367.0,41.1,HIGH,2141914909.0,2042391316.0,99523593.0,33738.0,31991.735782252086,11.2,False,False,1,1,2.9
1447,91726.0,21402.0,500.0,39276.0,21902.0,26.5,HIGH,1575813974.0,1547121475.0,28692499.0,24335.0,23786.950210023497,10.8,False,False,1,1,23.9
1448,117292.0,17753.0,958.0,38418.0,18710.0,46.4,HIGH,3378685252.0,3351422158.0,27263094.0,54407.0,53881.11265091867,11.5,False,False,1,1,16.0
1449,98866.0,16429.0,4528.0,36280.0,20957.0,35.3,HIGH,2179096337.0,2177324322.0,1772015.0,34894.0,34858.979912533825,14.1,False,True,1,1,21.2
1450,76686.0,1940.0,1956.0,34345.0,3897.0,45.8,HIGH,2201215180.0,2192800007.0,8415173.0,35127.0,34944.78938744162,19.62,True,False,1,1,5.1
1451,50297.0,0.0,5565.0,33589.0,5565.0,7.8,LOW,340416656.0,315944313.0,24472342.0,3919.0,3437.587750515023,12.9,False,False,1,1,11.1
1452,90420.0,2095.0,4807.0,35432.0,6903.0,49.0,HIGH,2755911070.0,2749745192.0,6165878.0,44330.0,44185.357159074614,24.49,True,False,1,1,7.6
1453,63759.0,1718.0,1365.0,34375.0,3082.0,31.7,HIGH,1316149194.0,1286837078.0,29312116.0,20194.0,19635.77669706946,10.5,False,False,1,1,4.8
1454,111652.0,12665.0,3698.0,38066.0,16363.0,45.8,HIGH,3181737900.0,3154474807.0,27263094.0,51135.0,50608.784295127174,11.5,False,False,1,1,14.7
1455,61965.0,0.0,7896.0,38518.0,7896.0,10.7,MEDIUM,516769030.0,494618842.0,22150188.0,6658.0,6215.258501674279,14.1,False,False,1,1,12.7
1456,52758.0,1172.0,5183.0,36956.0,6355.0,0.0,LOW,113517421.0,113517421.0,0.0,0.0,0.0,14.1,False,False,0,0,12.0
1457,69087.0,23116.0,813.0,39139.0,23929.0,0.0,LOW,111870941.0,111870941.0,0.0,0.0,0.0,10.5,False,False,0,0,34.6
1458,96408.0,19203.0,4946.0,38079.0,24149.0,28.6,HIGH,1767079843.0,1745689227.0,21390616.0,27532.0,27101.225265168097,14.5,False,False,1,1,25.0
1459,79160.0,6719.0,7925.0,39389.0,14644.0,20.4,HIGH,1069778060.0,1066425172.0,3352889.0,16124.0,16039.403278012524,28.66,True,False,1,1,18.5
1460,98126.0,6873.0,3679.0,37055.0,10553.0,47.7,HIGH,2901408036.0,2898289927.0,3118109.0,46829.0,46755.55191960586,24.64,True,False,1,1,10.8
1461,67831.0,0.0,7800.0,37473.0,7800.0,24.4,HIGH,1104625720.0,1080153378.0,24472342.0,16523.0,16041.892156691421,12.9,False,False,1,1,11.5
1462,129174.0,7102.0,4638.0,36937.0,11740.0,59.9,HIGH,4734998580.0,4730238478.0,4760101.0,77376.0,77272.14772402527,20.17,True,False,1,1,9.1
1463,73290.0,20879.0,6555.0,34583.0,27434.0,6.3,LOW,384167269.0,359694927.0,24472342.0,4616.0,4135.041974287042,12.9,False,False,1,1,37.4
1464,78414.0,10754.0,500.0,40922.0,11254.0,24.3,HIGH,1264461641.0,1235149525.0,29312116.0,19083.0,18525.541149575038,10.5,False,False,1,1,14.4
1465,88664.0,432.0,2667.0,37371.0,3099.0,46.3,HIGH,2575259094.0,2550786752.0,24472342.0,41028.0,40546.76055998228,12.9,False,False,1,1,3.5
1466,87123.0,17235.0,3474.0,39563.0,20709.0,24.3,HIGH,1373503897.0,1368892895.0,4611002.0,21137.0,21021.27719199354,28.64,True,False,1,1,23.8
1467,105412.0,8763.0,3137.0,38766.0,11900.0,45.5,HIGH,2993941320.0,2970056004.0,23885316.0,47956.0,47484.40430495807,13.2,False,False,1,1,11.3
1468,134157.0,0.0,5972.0,38020.0,5972.0,65.8,HIGH,5380501785.0,5378039992.0,2461793.0,88232.0,88185.15462217778,9.8,False,True,1,1,4.5
1469,71713.0,429.0,4308.0,39203.0,4738.0,28.1,HIGH,1326364502.0,1303640260.0,22724242.0,20138.0,19684.93478581747,13.8,False,False,1,1,6.6
1470,95766.0,6890.0,2377.0,41204.0,9267.0,40.2,HIGH,2415481287.0,2412236292.0,3244995.0,38534.0,38455.70923966028,26.12,True,False,1,1,9.7
1471,94317.0,13955.0,3005.0,39791.0,16960.0,32.9,HIGH,1981353445.0,1959962829.0,21390616.0,31041.0,30610.69913747629,14.5,False,False,1,1,18.0
1472,67679.0,8094.0,2708.0,40547.0,10802.0,11.3,MEDIUM,580099267.0,557949079.0,22150188.0,7641.0,7198.073615878981,14.1,False,False,1,1,16.0
1473,78576.0,20185.0,969.0,35000.0,21154.0,19.1,MEDIUM,1009789979.0,987065737.0,22724242.0,15017.0,14564.720731701877,13.8,False,False,1,1,26.9
1474,89914.0,0.0,2860.0,39583.0,2860.0,45.7,HIGH,2580545520.0,2549773109.0,30772412.0,41088.0,40508.27584426753,9.8,False,False,1,1,3.2
1475,100017.0,12193.0,500.0,38243.0,12693.0,43.0,HIGH,2694910380.0,2667647287.0,27263094.0,43015.0,42488.69362746755,11.5,False,False,1,1,12.7
1476,82036.0,1940.0,5225.0,37684.0,7164.0,36.9,HIGH,1929360005.0,1904887662.0,24472342.0,30254.0,29772.249728908475,12.9,False,False,1,1,8.7
1477,101350.0,14077.0,1399.0,35078.0,15476.0,45.9,HIGH,2887468903.0,2881501677.0,5967227.0,46517.0,46373.757853742856,25.93,True,False,1,1,15.3
1478,125011.0,0.0,502.0,35294.0,502.0,66.6,HIGH,5098314267.0,5067541856.0,30772412.0,83212.0,82631.53695901729,9.8,False,False,1,1,0.4
1479,108158.0,25531.0,3897.0,37895.0,29428.0,32.2,HIGH,2200932165.0,2170159754.0,30772412.0,34827.0,34246.41026154831,9.8,False,False,1,1,27.2
1480,91243.0,0.0,1522.0,35748.0,1522.0,52.7,HIGH,2992492559.0,2965229465.0,27263094.0,48067.0,47541.212438571936,11.5,False,False,1,1,1.7
1481,108730.0,11680.0,5198.0,34902.0,16878.0,47.9,HIGH,3228554740.0,3201291646.0,27263094.0,52041.0,51514.900783837955,11.5,False,False,1,1,15.5
1482,58088.0,493.0,7844.0,36693.0,8337.0,6.1,LOW,324498293.0,303672978.0,20825316.0,3516.0,3094.9368648797813,14.8,False,False,1,1,14.4
1483,86734.0,23662.0,2295.0,39752.0,25957.0,17.0,MEDIUM,999972631.0,970660514.0,29312116.0,14725.0,14167.411473570926,10.5,False,False,1,1,29.9
1484,76479.0,23651.0,515.0,42538.0,24167.0,5.0,LOW,354241034.0,326367830.0,27873203.0,3852.0,3316.20816338901,11.2,False,False,1,1,31.6
1485,60402.0,2785.0,3420.0,39895.0,6206.0,13.1,MEDIUM,592773414.0,568301071.0,24472342.0,7900.0,7419.166379426947,12.9,False,False,1,1,10.3
1486,57892.0,1199.0,9675.0,42784.0,10874.0,0.0,LOW,97541060.0,97541060.0,0.0,0.0,0.0,14.8,False,False,0,0,18.8
1487,70619.0,14514.0,4300.0,34116.0,18815.0,10.6,MEDIUM,557708000.0,399266463.0,158441537.0,7493.0,4747.643696048512,15.2,False,False,1,1,26.6
1488,124754.0,0.0,1367.0,33465.0,1367.0,69.7,HIGH,5302322398.0,5299066643.0,3255756.0,86976.0,86900.00463599552,24.57,True,False,1,1,1.1
1489,71828.0,262.0,6662.0,39487.0,6924.0,26.6,HIGH,1260556146.0,1231863647.0,28692499.0,19072.0,18523.795739186135,10.8,False,False,1,1,9.6
1490,73480.0,15387.0,1280.0,35731.0,16667.0,15.5,MEDIUM,793957895.0,773132579.0,20825316.0,11374.0,10953.132553578876,14.8,False,False,1,1,22.7
1491,79207.0,9488.0,1521.0,36701.0,11009.0,32.3,HIGH,1643117601.0,1614425101.0,28692499.0,25554.0,25005.328320347944,10.8,False,False,1,1,13.9
1492,79264.0,399.0,7756.0,35172.0,8155.0,37.3,HIGH,1869322076.0,1864521140.0,4800936.0,29600.0,29486.66325709129,24.65,True,False,1,1,10.3
1493,93617.0,14863.0,1554.0,36133.0,16417.0,39.8,HIGH,2326582470.0,2320163286.0,6419184.0,37231.0,37094.62274360033,18.23,True,False,1,1,17.5
1494,66780.0,0.0,2250.0,37228.0,2250.0,30.6,HIGH,1338002614.0,1310129410.0,27873203.0,20435.0,19899.051494276817,11.2,False,False,1,1,3.4
1495,136897.0,0.0,5991.0,40516.0,5991.0,59.7,HIGH,5026246029.0,5002360713.0,23885316.0,81748.0,81276.55545817601,13.2,False,False,1,1,4.4
1496,67601.0,14316.0,1227.0,36896.0,15543.0,7.3,LOW,410771582.0,390693167.0,20078414.0,4942.0,4533.786796776632,15.2,False,False,1,1,23.0
1497,63062.0,12888.0,1998.0,35247.0,14886.0,4.3,LOW,272604858.0,252526443.0,20078414.0,2699.0,2291.361230082832,15.2,False,False,1,1,23.6
1498,58457.0,672.0,11634.0,35855.0,12307.0,1.7,LOW,169539440.0,148714124.0,20825316.0,966.0,544.7753069750529,14.8,False,False,0,0,21.1
1499,52422.0,0.0,5121.0,35909.0,5121.0,2.7,LOW,198415921.0,176265733.0,22150188.0,1439.0,996.2096842858127,14.1,False,False,1,0,9.8
1500,57650.0,0.0,5706.0,37112.0,5706.0,15.0,MEDIUM,629039275.0,599727158.0,29312116.0,8641.0,8082.911372502666,10.5,False,False,1,1,9.9
1501,79618.0,1086.0,7648.0,37437.0,8734.0,34.5,HIGH,1759407647.0,1730095531.0,29312116.0,27470.0,26912.244750163634,10.5,False,False,1,1,11.0
1502,94235.0,663.0,4919.0,39143.0,5583.0,46.3,HIGH,2730885127.0,2700112715.0,30772412.0,43614.0,43034.152116671,9.8,False,False,1,1,5.9
1503,93061.0,2134.0,6651.0,38509.0,8785.0,42.6,HIGH,2490766258.0,2463503164.0,27263094.0,39602.0,39075.70724785652,11.5,False,False,1,1,9.4
1504,99538.0,9003.0,2926.0,35931.0,11929.0,45.0,HIGH,2794123568.0,2765431069.0,28692499.0,44757.0,44208.83944201417,10.8,False,False,1,1,12.0
1505,121286.0,0.0,5751.0,37712.0,5751.0,59.3,HIGH,4430107492.0,4402844398.0,27263094.0,71956.0,71429.77598897014,11.5,False,False,1,1,4.7
1506,77495.0,20684.0,1052.0,35984.0,21736.0,16.7,MEDIUM,883793587.0,855920384.0,27873203.0,12910.0,12374.550054903222,11.2,False,False,1,1,28.0
1507,58066.0,7326.0,5873.0,37229.0,13200.0,0.0,LOW,101187673.0,101187673.0,0.0,0.0,0.0,14.8,False,False,0,0,22.7
1508,60378.0,1686.0,8527.0,36164.0,10213.0,10.9,MEDIUM,507022731.0,484298489.0,22724242.0,6595.0,6142.600933116062,13.8,False,False,1,1,16.9
1509,72949.0,9987.0,4482.0,36234.0,14469.0,21.4,HIGH,1045829437.0,1017956233.0,27873203.0,15603.0,15067.816043212315,11.2,False,False,1,1,19.8
1510,88234.0,1528.0,500.0,37266.0,2028.0,49.5,HIGH,2730375724.0,2703112631.0,27263094.0,43648.0,43122.07235934876,11.5,False,False,1,1,2.3
1511,54468.0,16325.0,4899.0,35021.0,21224.0,0.0,LOW,80312590.0,80312590.0,0.0,0.0,0.0,14.8,False,False,0,0,39.0
1512,104939.0,2943.0,5420.0,34406.0,8363.0,52.1,HIGH,3385552515.0,3065667200.0,319885316.0,54637.0,49164.92789700329,13.2,False,False,1,1,8.0
1513,68508.0,430.0,5305.0,39435.0,5735.0,19.2,MEDIUM,910213018.0,890134604.0,20078414.0,13173.0,12765.167073538883,15.2,False,False,1,1,8.4
