datetime,demand_mw,solar_mw,wind_mw,renewable_mw,coal_mw,gas_available_mw,gas_used_mw,unserved_mw,net_load_mw,renewable_pct,lng_price_usd,gas_cost_inr_mwh,hourly_cost_inr,carbon_tonnes,month,month_name,hour,season,time_of_day,day_of_week,demand_6h_trend,net_load_3h,ews_score,ews_alert,alert_label,load_shedding_hrs,status,blackout_risk_index,date_label
2024-05-18 16:00:00,119348.50815407785,16868.54642494707,2899.6,19768.14642494707,38019.6,2741.7,2741.7,58819.06172913078,61560.761729130776,16.56,15.1,10716.0,3329201119.0,32894.11,5,May,16,Summer,Afternoon,Saturday,1163.1130063613964,13238.848108636746,0.15,0,Normal,1,CRISIS,0.0,18 May
2024-05-18 17:00:00,127387.57826991082,12751.751997887117,2066.1,14817.851997887117,35727.0,2727.3,2727.3,74115.4262720237,76842.7262720237,11.63,15.17,10764.0,4162052628.0,31014.2,5,May,17,Summer,Afternoon,Saturday,3390.2866666018963,28395.520933227825,0.2,0,Normal,1,CRISIS,0.137,18 May
2024-05-18 18:00:00,121626.22943076871,5741.284239503583,4082.8,9824.084239503583,37475.9,2712.9,2712.9,71613.34519126514,74326.24519126513,8.08,15.23,10812.0,4077636291.0,32448.33,5,May,18,Summer,Evening,Saturday,10306.36693264138,17546.723600729107,0.35,0,Normal,1,CRISIS,0.087,18 May
2024-05-18 19:00:00,132237.9257447532,1201.6960386245714,800.0,2001.6960386245714,39997.7,2698.5,2698.5,87540.02970612864,90238.52970612864,1.51,15.3,10860.0,5038867655.0,34516.22,5,May,19,Summer,Evening,Saturday,16812.815437713492,28677.767976997864,0.45,1,âš  ALERT,1,CRISIS,0.405,18 May
2024-05-18 20:00:00,138555.6415267097,344.9769874237309,1930.9,2275.876987423731,35929.8,2684.2,2684.2,97665.76453928597,100349.96453928597,1.64,15.37,10908.0,5511568893.0,31180.46,5,May,20,Summer,Evening,Saturday,29937.017594627425,23507.238267262263,0.57,1,âš  ALERT,1,CRISIS,0.607,18 May
2024-05-18 21:00:00,134977.39748932247,1889.8392093474827,4381.3,6271.139209347482,39971.0,2669.8,2669.8,86065.45827997498,88735.25827997498,4.65,15.44,10956.0,4847864471.0,34494.32,5,May,21,Summer,Evening,Saturday,16702.469732827434,14409.01308870985,0.45,1,âš  ALERT,1,CRISIS,0.375,18 May
2024-05-18 22:00:00,116374.93820763896,0.0,2475.5,2475.5,36463.5,2655.5,2655.5,74780.43820763896,77435.93820763896,2.13,15.5,11004.0,4415047583.0,31618.09,5,May,22,Summer,Evening,Saturday,-2973.569946438889,-12802.59149848968,0.25,0,Normal,1,CRISIS,0.149,18 May
2024-05-18 23:00:00,99401.30280849524,0.0,2942.0,2942.0,37089.3,2641.1,2641.1,56728.90280849524,59370.002808495236,2.96,15.57,11052.0,3238736225.0,32131.28,5,May,23,Summer,Evening,Saturday,-27986.275461415586,-40979.96173079073,0.25,0,Normal,1,CRISIS,0.0,18 May
2024-05-19 00:00:00,94356.13689659418,286.6982957520598,3751.5,4038.19829575206,36277.1,2626.8,2626.8,51414.03860084211,54040.838600842115,4.28,15.64,11099.0,2957080294.0,31465.3,5,May,0,Summer,Night,Sunday,-27270.09253417453,-34694.419679132865,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 01:00:00,90884.4817482608,0.0,2699.8,2699.8,38372.1,2612.5,2612.5,47200.0817482608,49812.5817482608,2.97,15.71,11147.0,2508572205.0,33183.21,5,May,1,Summer,Night,Sunday,-41353.44399649241,-27623.356459378156,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 02:00:00,98773.52059728852,741.3413199888384,4808.3,5549.641319988838,37172.9,2598.2,2598.2,53452.77927729968,56050.97927729968,5.62,15.77,11195.0,3041640571.0,32199.88,5,May,2,Summer,Night,Sunday,-39782.12092942117,-3319.023531195555,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 03:00:00,93970.30315808259,0.0,2057.8,2057.8,39423.7,2584.0,2584.0,49904.80315808259,52488.80315808259,2.19,15.84,11242.0,2853132555.0,34045.5,5,May,3,Summer,Night,Sunday,-41007.094331239874,-1552.035442759523,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 04:00:00,99619.13663306978,0.0,2777.6,2777.6,35706.1,2569.8,2569.8,58565.63663306977,61135.436633069774,2.79,15.91,11290.0,3129807557.0,30997.03,5,May,4,Summer,Night,Sunday,-16755.80157456918,11322.85488480897,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 05:00:00,99705.07754408357,841.41265623082,3196.8,4038.2126562308204,32934.9,2555.5,2555.5,60176.464887852744,62731.964887852744,4.05,15.97,11337.0,3291370511.0,28724.71,5,May,5,Summer,Night,Sunday,303.774735588333,6680.985610553063,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 06:00:00,106342.23574520755,0.0,3142.6,3142.6,36185.1,2541.3,2541.3,64473.23574520754,67014.53574520754,2.96,16.04,11385.0,3309627348.0,31389.83,5,May,6,Summer,Morning,Sunday,11986.098848613372,14525.732587124949,0.35,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 07:00:00,105719.84220272403,6392.765310257953,3147.6,9540.365310257954,38265.3,2527.2,2527.2,55386.976892466075,57914.17689246607,9.02,16.11,11432.0,3085036879.0,33095.59,5,May,7,Summer,Morning,Sunday,14835.360454463225,-3221.259740603702,0.35,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 08:00:00,107821.64111664983,11921.838825383047,4581.1,16502.938825383048,38558.7,2513.0,2513.0,50247.00229126679,52760.00229126679,15.31,16.17,11479.0,2708863373.0,33336.21,5,May,8,Summer,Morning,Sunday,9048.120519361313,-9971.962596585952,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 09:00:00,131082.76987313933,18509.658267033195,3303.8,21813.458267033195,39296.8,2498.9,2498.9,67473.61160610615,69972.51160610614,16.64,16.24,11527.0,3445626289.0,33941.42,5,May,9,Summer,Morning,Sunday,37112.46671505674,2957.9758608986012,0.35,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 10:00:00,120434.36313616228,21921.2670087389,2218.2,24139.467008738902,40795.4,2484.8,2484.8,53014.69612742338,55499.49612742339,20.04,16.31,11574.0,2869896457.0,35170.26,5,May,10,Summer,Morning,Sunday,20815.226503092505,-2414.6807650426854,0.35,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 11:00:00,138239.36674280788,24211.696204076925,2682.9,26894.596204076926,37775.4,2470.8,2470.8,71098.57053873096,73569.37053873096,19.46,16.37,11621.0,3562399944.0,32693.86,5,May,11,Summer,Morning,Sunday,38534.289198724306,20809.36824746417,0.35,0,Normal,1,CRISIS,0.071,19 May
2024-05-19 12:00:00,117338.17060846831,25414.104624356005,2512.6,27926.704624356003,36983.7,2456.7,2456.7,49971.06598411231,52427.76598411231,23.8,16.44,11668.0,2642869213.0,32044.69,5,May,12,Summer,Afternoon,Sunday,10995.934863260758,-17544.745621993832,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 13:00:00,121482.41542334328,25627.90185784666,1281.1,26909.00185784666,39787.7,2442.7,2442.7,52343.01356549663,54785.713565496626,22.15,16.5,11714.0,2552551987.0,34343.96,5,May,13,Summer,Afternoon,Sunday,15762.573220619248,-713.7825619267605,0.35,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 14:00:00,112680.99855843266,23890.770116606676,1888.1,25778.870116606675,35896.2,2428.8,2428.8,48577.12844182599,51005.92844182599,22.88,16.57,11761.0,2614388810.0,31152.96,5,May,14,Summer,Afternoon,Sunday,4859.357441782835,-22563.442096904968,0.15,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 15:00:00,118241.96682482668,21770.202757995237,800.0,22570.202757995237,35424.1,2414.8,2414.8,57832.86406683144,60247.66406683144,19.09,16.64,11808.0,2919058853.0,30765.8,5,May,15,Summer,Afternoon,Sunday,-12840.80304831265,7819.8980827191335,0.15,0,Normal,1,CRISIS,0.0,19 May
2024-05-19 16:00:00,127762.63327806076,17822.875945049072,1184.7,19007.575945049073,38276.4,2400.9,2400.9,68077.75733301169,70478.65733301168,14.88,16.7,11854.0,3637689688.0,33104.74,5,May,16,Summer,Afternoon,Sunday,7328.27014189848,15692.943767515055,0.2,0,Normal,1,CRISIS,0.01,19 May
2024-05-19 17:00:00,129866.23057743597,13007.883843678952,2083.0,15090.883843678952,39393.0,2387.0,2387.0,72995.34673375702,75382.34673375702,11.62,16.77,11900.0,3550002871.0,34020.32,5,May,17,Summer,Afternoon,Sunday,-8373.136165371907,24376.418291931026,0.2,0,Normal,1,CRISIS,0.108,19 May
2024-05-19 18:00:00,120772.7326845077,5468.624623690645,2634.1,8102.724623690645,38099.3,2373.2,2373.2,72197.50806081705,74570.70806081705,6.71,16.83,11947.0,3867811561.0,32959.46,5,May,18,Summer,Evening,Sunday,3434.562076039394,14323.043993985608,0.25,0,Normal,1,CRISIS,0.091,19 May
2024-05-19 19:00:00,132459.7957975023,202.52622948310642,1924.0,2126.5262294831064,36886.1,2359.4,2359.4,91087.7695680192,93447.16956801919,1.61,16.9,11993.0,4901334894.0,31964.65,5,May,19,Summer,Evening,Sunday,10977.380374159024,22968.51223500751,0.35,0,Normal,1,CRISIS,0.469,19 May
2024-05-19 20:00:00,140000.0,709.2003525305756,1728.5,2437.7003525305754,35325.5,2345.6,2345.6,99891.19964746942,102236.79964746942,1.74,16.96,12039.0,5739460562.0,30684.97,5,May,20,Summer,Evening,Sunday,27319.001441567336,26854.452913712405,0.57,1,âš  ALERT,1,CRISIS,0.645,19 May
2024-05-19 21:00:00,136949.10598300004,0.0,2387.9,2387.9,39521.3,2331.9,2331.9,92708.00598300005,95039.90598300005,1.74,17.03,12084.0,4918924548.0,34125.52,5,May,21,Summer,Evening,Sunday,18707.139158173362,20469.197922182997,0.57,1,âš  ALERT,1,CRISIS,0.501,19 May
2024-05-19 22:00:00,129535.33847205956,316.48241064599137,1892.7,2209.1824106459912,39774.6,2318.2,2318.2,85233.35606141358,87551.55606141358,1.71,17.09,12130.0,4352417221.0,34333.22,5,May,22,Summer,Evening,Sunday,1772.7051939988014,-5895.613506605616,0.25,0,Normal,1,CRISIS,0.351,19 May
2024-05-19 23:00:00,101448.09405775213,649.4854032860725,4735.6,5385.0854032860725,36575.2,2304.5,2304.5,57183.30865446606,59487.80865446606,5.31,17.16,12176.0,2959648722.0,31709.72,5,May,23,Summer,Evening,Sunday,-28418.136519683845,-42748.99099300336,0.25,0,Normal,1,CRISIS,0.0,19 May
2024-05-20 00:00:00,104085.37067538295,0.0,3844.3,3844.3,38119.1,2290.9,2290.9,59831.07067538294,62121.970675382945,3.69,17.22,12221.0,3102087500.0,32975.69,5,May,0,Summer,Night,Monday,-16687.362009124758,-32917.9353076171,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 01:00:00,113886.83066038704,1045.569190811087,4708.1,5753.669190811088,35614.4,2277.4,2277.4,70241.36146957596,72518.76146957595,5.05,17.28,12267.0,3564425046.0,30921.86,5,May,1,Summer,Night,Monday,-18572.965137115258,-15032.79459183762,0.25,0,Normal,1,CRISIS,0.05,20 May
2024-05-20 02:00:00,100501.16372977005,0.0,4886.5,4886.5,37720.9,2263.8,2263.8,55629.96372977005,57893.76372977005,4.86,17.35,12312.0,2889530551.0,32649.23,5,May,2,Summer,Night,Monday,-39498.83627022995,-1594.0449246960125,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 03:00:00,99603.84915126604,63.01136838330972,2847.5,2910.5113683833097,37742.4,2250.4,2250.4,56700.53778288273,58950.937782882735,2.92,17.41,12357.0,2772495520.0,32666.86,5,May,3,Summer,Night,Monday,-37345.256831734005,-3171.0328925002104,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 04:00:00,102427.03377395566,21.345874078037824,4669.9,4691.245874078038,37333.9,2236.9,2236.9,58164.98789987761,60401.88789987761,4.58,17.47,12402.0,2777140702.0,32331.86,5,May,4,Summer,Night,Monday,-27108.304698103908,-12116.873569698342,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 05:00:00,104442.15067201202,157.6629431147475,4451.0,4608.662943114748,35225.6,2223.5,2223.5,62384.38772889728,64607.88772889728,4.41,17.54,12446.0,3034075147.0,30603.08,5,May,5,Summer,Night,Monday,2994.056614259898,6714.1239991272305,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 06:00:00,111170.98697747297,1021.3352575119135,4100.9,5122.235257511913,37555.5,2210.2,2210.2,66283.05171996106,68493.25171996106,4.61,17.6,12491.0,3204142603.0,32513.58,5,May,6,Summer,Morning,Monday,7085.616302090028,9542.313937078325,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 07:00:00,111536.20545966607,6591.10527418437,4081.7,10672.80527418437,33392.1,2196.9,2196.9,65274.400185481696,67471.3001854817,9.57,17.66,12535.0,3380795265.0,29099.61,5,May,7,Summer,Morning,Monday,-2350.6252007209696,7069.412285604085,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 08:00:00,109822.45019889285,12888.524499330782,1118.7,14007.224499330783,38243.1,2183.6,2183.6,55388.52569956207,57572.12569956207,12.75,17.72,12580.0,2627307163.0,33077.39,5,May,8,Summer,Morning,Monday,9321.286469122802,-7035.762029335208,0.3,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 09:00:00,131163.65433686768,16498.993541213866,3092.2,19591.193541213866,37842.1,2170.4,2170.4,71559.96079565381,73730.3607956538,14.94,17.79,12624.0,3401482749.0,32748.56,5,May,9,Summer,Morning,Monday,31559.80518560164,5237.109075692744,0.4,0,Normal,1,CRISIS,0.075,20 May
2024-05-20 10:00:00,140000.0,20936.26371319291,4165.6,25101.863713192914,38144.8,2157.3,2157.3,74596.03628680708,76753.33628680708,17.93,17.85,12668.0,3720877756.0,32996.84,5,May,10,Summer,Morning,Monday,37572.966226044344,9282.036101325386,0.35,0,Normal,1,CRISIS,0.135,20 May
2024-05-20 11:00:00,135873.4062455979,24937.205989958762,2914.5,27851.705989958762,37511.7,2144.2,2144.2,68365.80025563914,70510.00025563914,20.5,17.91,12711.0,3161503072.0,32477.65,5,May,11,Summer,Morning,Monday,31431.255573585877,12937.87455607707,0.35,0,Normal,1,CRISIS,0.01,20 May
2024-05-20 12:00:00,121211.1000339408,25342.801833986698,1089.7,26432.5018339867,38958.9,2131.1,2131.1,53688.59819995411,55819.69819995411,21.81,17.97,12755.0,2554344623.0,33664.35,5,May,12,Summer,Afternoon,Monday,10040.113056467831,-17910.662595699694,0.25,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 13:00:00,123033.44206494285,25725.644493005195,2319.0,28044.644493005195,37970.6,2118.2,2118.2,54899.99757193766,57018.19757193766,22.79,18.03,12798.0,2458040855.0,32853.94,5,May,13,Summer,Afternoon,Monday,11497.236605276776,-19735.138714869427,0.4,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 14:00:00,120077.25681733442,25265.45427924377,2095.4,27360.854279243773,37034.7,2105.2,2105.2,53576.50253809066,55681.702538090656,22.79,18.09,12842.0,2348140151.0,32086.51,5,May,14,Summer,Afternoon,Monday,10254.806618441566,-14828.297717548485,0.4,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 15:00:00,125724.94676590277,21533.875591064036,2903.7,24437.575591064036,38516.0,2092.3,2092.3,60679.07117483874,62771.37117483874,19.44,18.15,12885.0,2884148949.0,33301.16,5,May,15,Summer,Afternoon,Monday,-5438.707570964907,6951.672974884634,0.3,0,Normal,1,CRISIS,0.0,20 May
2024-05-20 16:00:00,134323.5541055951,18234.04989292244,3141.0,21375.04989292244,37119.0,2079.5,2079.5,73750.00421267266,75829.50421267266,15.91,18.21,12927.0,3263808761.0,32155.67,5,May,16,Summer,Afternoon,Monday,-5676.4458944048965,18811.306640735005,0.3,0,Normal,1,CRISIS,0.117,20 May
2024-05-20 17:00:00,123031.32592555106,13325.641327953086,1950.3,15275.941327953085,36493.8,2066.7,2066.7,69194.88459759798,71261.58459759798,12.42,18.27,12970.0,3338267019.0,31642.97,5,May,17,Summer,Afternoon,Monday,-12842.080320046836,15579.88205950732,0.35,0,Normal,1,CRISIS,0.025,20 May
2024-05-20 18:00:00,131780.4892191625,6457.643610342092,2616.2,9073.843610342092,34409.8,2054.0,2054.0,86242.8456088204,88296.8456088204,6.89,18.33,13013.0,4078555029.0,29934.07,5,May,18,Summer,Evening,Monday,10569.389185221691,25525.474433981653,0.5,1,âš  ALERT,1,CRISIS,0.366,20 May
2024-05-20 19:00:00,140000.0,0.0,5901.0,5901.0,36301.3,2041.4,2041.4,95756.3,97797.7,4.22,18.39,13055.0,4995631387.0,31485.11,5,May,19,Summer,Evening,Monday,16966.55793505715,21968.195787327335,0.72,1,âš  ALERT,1,CRISIS,0.556,20 May
2024-05-20 20:00:00,140000.0,0.0,4458.5,4458.5,36694.4,2028.8,2028.8,96818.3,98847.1,3.18,18.45,13097.0,5233575623.0,31807.51,5,May,20,Summer,Evening,Monday,19922.74318266558,27585.51540240203,0.72,1,âš  ALERT,1,CRISIS,0.577,20 May
2024-05-20 21:00:00,140000.0,542.909416819683,1520.9,2063.809416819683,38690.2,2016.2,2016.2,97229.79058318032,99245.99058318032,1.47,18.51,13139.0,4919157356.0,33444.04,5,May,21,Summer,Evening,Monday,14275.053234097228,10949.144974359922,0.62,1,âš  ALERT,1,CRISIS,0.585,20 May
2024-05-20 22:00:00,139885.00708511134,434.84861295622665,4178.0,4612.848612956227,39180.1,2003.8,2003.8,94088.2584721551,96092.0584721551,3.3,18.57,13180.0,4543094575.0,33845.76,5,May,22,Summer,Evening,Monday,5561.452979516238,-1705.6415278448985,0.52,1,âš  ALERT,1,CRISIS,0.522,20 May
2024-05-20 23:00:00,127881.54186076345,927.9368590065371,4142.0,5069.936859006537,39247.8,1991.4,1991.4,81572.40500175691,83563.8050017569,3.96,18.63,13222.0,3774021414.0,33901.24,5,May,23,Summer,Evening,Monday,4850.215935212385,-15283.294998243102,0.4,0,Normal,1,CRISIS,0.271,20 May
2024-05-21 00:00:00,100420.36422671346,594.9990785699523,2562.7,3157.6990785699522,36706.0,1979.0,1979.0,58577.66514814351,60556.66514814351,3.14,18.69,13263.0,2770040359.0,31816.95,5,May,0,Summer,Night,Tuesday,-31360.12499244904,-38689.32543503681,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 01:00:00,95420.44355561686,307.47015576977526,3094.1,3401.5701557697753,39662.3,1966.7,1966.7,50389.873399847085,52356.57339984708,3.56,18.74,13304.0,2156042107.0,34241.14,5,May,1,Summer,Night,Tuesday,-44579.55644438314,-43735.485072308016,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 02:00:00,108363.94711500466,860.610139658296,2599.7,3460.310139658296,39516.8,1954.5,1954.5,63432.33697534636,65386.83697534636,3.19,18.8,13345.0,2920772021.0,34121.82,5,May,2,Summer,Night,Tuesday,-31636.05288499534,-18176.96802641054,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 03:00:00,116030.87474929068,584.6510293265455,4815.2,5399.851029326545,37779.2,1942.4,1942.4,70909.42371996415,72851.82371996414,4.65,18.86,13385.0,3297901204.0,32697.0,5,May,3,Summer,Night,Tuesday,-23969.125250709316,12295.158571820633,0.4,0,Normal,1,CRISIS,0.057,21 May
2024-05-21 04:00:00,107067.45683350536,582.1050258751135,1962.1,2544.2050258751133,36604.5,1930.3,1930.3,65988.45180763025,67918.75180763025,2.38,18.92,13426.0,3016780149.0,31733.74,5,May,4,Summer,Night,Tuesday,-32817.55025160598,15562.178407783169,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 05:00:00,100756.50562268718,0.0,4384.9,4384.9,38450.8,1918.3,1918.3,56002.50562268718,57920.805622687185,4.35,18.97,13466.0,2571553055.0,33247.71,5,May,5,Summer,Night,Tuesday,-27125.036238076267,-7466.031352659178,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 06:00:00,114227.26558505103,130.12696207481127,1149.5,1279.6269620748112,36694.9,1906.3,1906.3,74346.43862297623,76252.73862297623,1.12,19.03,13506.0,3441989531.0,31807.86,5,May,6,Summer,Morning,Tuesday,13806.901358337578,3400.91490301209,0.5,1,âš  ALERT,1,CRISIS,0.125,21 May
2024-05-21 07:00:00,116424.31871690821,5645.711628315183,3896.8,9542.511628315184,35719.0,1894.5,1894.5,69268.30708859302,71162.80708859302,8.2,19.08,13546.0,3033319018.0,31007.63,5,May,7,Summer,Morning,Tuesday,21003.875161291347,3244.0552809627698,0.6,1,âš  ALERT,1,CRISIS,0.023,21 May
2024-05-21 08:00:00,115623.0551338866,10341.170467987688,2572.1,12913.270467987688,35264.3,1882.7,1882.7,65562.78466589891,67445.48466589891,11.17,19.14,13585.0,3059929751.0,30634.81,5,May,8,Summer,Morning,Tuesday,7259.108018881947,9524.679043211727,0.35,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 09:00:00,140000.0,16292.94097442182,2798.1,19091.04097442182,37150.6,1870.9,1870.9,81887.4590255782,83758.35902557819,13.64,19.2,13624.0,3547494782.0,32181.58,5,May,9,Summer,Morning,Tuesday,23969.125250709316,7505.620402601955,0.55,1,âš  ALERT,1,CRISIS,0.275,21 May
2024-05-21 10:00:00,140000.0,21487.416084130306,800.0,22287.416084130306,34910.2,1859.3,1859.3,80943.08391586969,82802.3839158697,15.92,19.25,13663.0,3963876338.0,30344.44,5,May,10,Summer,Morning,Tuesday,32932.54316649464,11639.576827276673,0.5,1,âš  ALERT,1,CRISIS,0.256,21 May
2024-05-21 11:00:00,140000.0,23260.111831952585,800.0,24060.111831952585,40139.1,1847.7,1847.7,73953.08816804741,75800.78816804741,17.19,19.31,13702.0,3369911237.0,34632.12,5,May,11,Summer,Morning,Tuesday,39243.49437731282,8355.303502148498,0.5,1,âš  ALERT,1,CRISIS,0.116,21 May
2024-05-21 12:00:00,129825.93261923961,25829.17920513545,1351.8,27180.97920513545,38295.4,1836.1,1836.1,62513.453414104166,64349.553414104164,20.94,19.36,13740.0,2618630041.0,33120.25,5,May,12,Summer,Afternoon,Tuesday,15598.667034188577,-19408.805611474025,0.5,1,âš  ALERT,1,CRISIS,0.0,21 May
2024-05-21 13:00:00,130765.10092969846,25574.18237217578,878.5,26452.68237217578,40472.6,1824.7,1824.7,62015.11855752268,63839.818557522674,20.23,19.41,13778.0,2285288867.0,34905.58,5,May,13,Summer,Afternoon,Tuesday,14340.782212790247,-18962.56535834702,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 14:00:00,128169.30877763586,24864.437500091954,1996.7,26861.137500091954,36461.1,1813.3,1813.3,63033.77127754391,64847.07127754391,20.96,19.47,13816.0,2360218332.0,31616.14,5,May,14,Summer,Afternoon,Tuesday,12546.253643749253,-10953.7168905035,0.4,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 15:00:00,136374.45976740317,21606.10680160803,3623.3,25229.40680160803,38066.3,1802.1,1802.1,71276.65296579513,73078.75296579514,18.5,19.52,13854.0,2787709550.0,32932.42,5,May,15,Summer,Afternoon,Tuesday,-3625.5402325968316,8729.199551690974,0.3,0,Normal,1,CRISIS,0.062,21 May
2024-05-21 16:00:00,129023.16376132789,16993.063554475957,4260.8,21253.863554475956,40135.4,1790.8,1790.8,65843.10020685192,67633.90020685192,16.47,19.57,13892.0,2746660397.0,34629.05,5,May,16,Summer,Afternoon,Tuesday,-10976.836238672113,3794.081649329244,0.3,0,Normal,1,CRISIS,0.0,21 May
2024-05-21 17:00:00,140000.0,12476.642714080013,3074.9,15551.542714080013,39757.5,1779.7,1779.7,82911.25728591999,84690.95728591998,11.11,19.62,13929.0,3550658151.0,34319.22,5,May,17,Summer,Afternoon,Tuesday,0.0,19843.886008376074,0.35,0,Normal,1,CRISIS,0.294,21 May
2024-05-21 18:00:00,140000.0,5082.705372849917,2520.3,7603.005372849917,35804.8,1768.6,1768.6,94823.59462715009,96592.1946271501,5.43,19.68,13966.0,4353783184.0,31078.03,5,May,18,Summer,Evening,Tuesday,10174.067380760389,23513.441661354955,0.62,1,âš  ALERT,1,CRISIS,0.532,21 May
2024-05-21 19:00:00,140000.0,0.0,5655.0,5655.0,37712.2,1757.7,1757.7,94875.1,96632.8,4.04,19.73,14002.0,4612095396.0,32642.11,5,May,19,Summer,Evening,Tuesday,9234.899070301544,28998.899793148084,0.62,1,âš  ALERT,1,CRISIS,0.533,21 May
2024-05-21 20:00:00,140000.0,0.0,800.0,800.0,35801.9,1746.8,1746.8,101651.3,103398.1,0.57,19.78,14039.0,5672063582.0,31075.62,5,May,20,Summer,Evening,Tuesday,11830.691222364141,18707.142714080022,0.62,1,âš  ALERT,1,CRISIS,0.668,21 May
2024-05-21 21:00:00,140000.0,253.14551400445072,3895.7,4148.845514004451,38917.1,1736.0,1736.0,95198.05448599556,96934.05448599556,2.96,19.83,14075.0,5235699306.0,33630.11,5,May,21,Summer,Evening,Tuesday,3625.5402325968316,341.85985884546244,0.52,1,âš  ALERT,1,CRISIS,0.539,21 May
2024-05-21 22:00:00,137352.19339736455,1050.6462336833704,2653.1,3703.7462336833705,40252.5,1725.2,1725.2,91670.74716368118,93395.94716368118,2.7,19.88,14111.0,4034901419.0,34725.08,5,May,22,Summer,Evening,Tuesday,8329.029636036663,-3236.8528363188234,0.5,1,âš  ALERT,1,CRISIS,0.468,21 May
2024-05-21 23:00:00,127928.32213920452,0.0,2716.8,2716.8,33870.1,1714.6,1714.6,89626.82213920451,91341.42213920451,2.12,19.93,14146.0,3962282734.0,29491.56,5,May,23,Summer,Evening,Tuesday,-12071.677860795477,-12056.677860795491,0.4,0,Normal,1,CRISIS,0.427,21 May
2024-05-22 00:00:00,115567.61626116495,0.0,1095.4,1095.4,38191.5,1704.0,1704.0,74576.71626116495,76280.71626116495,0.95,19.98,14182.0,3239814529.0,33035.09,5,May,0,Summer,Night,Wednesday,-24432.38373883505,-20653.3382248306,0.4,0,Normal,1,CRISIS,0.126,22 May
2024-05-22 01:00:00,106900.3771322215,0.0,5880.3,5880.3,37654.6,1693.5,1693.5,61671.9771322215,63365.4771322215,5.5,20.03,14217.0,2658718108.0,32594.81,5,May,1,Summer,Night,Wednesday,-33099.6228677785,-30030.470031459678,0.4,0,Normal,1,CRISIS,0.0,22 May
2024-05-22 02:00:00,106528.46252537424,0.0,2084.1,2084.1,34830.9,1683.1,1683.1,67930.36252537422,69613.46252537423,1.96,20.08,14251.0,3132948031.0,30279.4,5,May,2,Summer,Night,Wednesday,-33471.53747462576,-21727.959613830288,0.4,0,Normal,1,CRISIS,0.0,22 May
2024-05-22 03:00:00,118829.86235486779,0.0,3893.3,3893.3,33351.3,1672.8,1672.8,79912.46235486778,81585.26235486778,3.28,20.13,14286.0,3473429843.0,29066.16,5,May,3,Summer,Night,Wednesday,-21170.137645132214,5304.546093702826,0.4,0,Normal,1,CRISIS,0.232,22 May
2024-05-22 04:00:00,105603.22514102486,460.2065287504531,4222.6,4682.806528750453,40946.8,1662.6,1662.6,58311.0186122744,59973.6186122744,4.43,20.18,14320.0,2470811616.0,35294.4,5,May,4,Summer,Night,Wednesday,-31748.968256339693,-3391.8585199471054,0.4,0,Normal,1,CRISIS,0.0,22 May
2024-05-22 05:00:00,121399.66230815466,0.0,4182.0,4182.0,36806.8,1652.4,1652.4,78758.46230815466,80410.86230815465,3.44,20.22,14354.0,3332693235.0,31899.63,5,May,5,Summer,Night,Wednesday,-6528.659831049867,10797.399782780427,0.4,0,Normal,1,CRISIS,0.208,22 May
