demand_mw,solar_mw,wind_mw,renewable_mw,gap_mw,stress_event,crisis_event,risk_label
43608.6,1138.1,4075.5,5213.6,38395.0,False,False,HIGH
37340.3,459.8,4050.5,4510.3,32830.0,False,False,HIGH
46926.9,0.0,7355.4,7355.4,39571.5,False,False,HIGH
71402.0,26.9,1788.7,1815.6,69586.3,True,False,HIGH
71410.9,193.1,509.6,702.7,70708.2,True,False,HIGH
29747.6,848.4,4511.1,5359.6,24388.0,False,False,HIGH
34934.4,1110.4,6286.8,7397.2,27537.2,False,False,HIGH
43153.6,806.9,6808.1,7615.0,35538.6,False,False,HIGH
47250.2,905.7,3779.7,4685.4,42564.8,False,False,HIGH
64144.6,2463.5,6104.0,8567.5,55577.1,False,False,HIGH
30966.0,555.4,6871.5,7426.9,23539.1,False,False,HIGH
31265.4,437.3,4004.7,4442.0,26823.3,False,False,HIGH
67515.7,4259.9,1947.1,6207.0,61308.6,False,False,HIGH
70032.8,4751.5,4438.9,9190.4,60842.3,False,False,HIGH
40882.7,216.6,5207.1,5423.6,35459.0,False,False,HIGH
59806.1,11.9,452.4,464.3,59341.8,True,False,HIGH
47464.7,2122.5,5152.9,7275.3,40189.4,False,False,HIGH
33349.7,0.0,6146.6,6146.6,27203.1,False,False,HIGH
52855.9,519.4,6053.4,6572.9,46283.0,False,False,HIGH
53239.7,2334.0,3720.4,6054.4,47185.3,False,False,HIGH
31637.0,0.0,5459.5,5459.5,26177.5,False,False,HIGH
36515.7,2127.6,4056.3,6183.9,30331.7,False,False,HIGH
49458.7,767.4,6255.9,7023.3,42435.4,False,False,HIGH
44184.0,300.0,4122.1,4422.2,39761.8,False,False,HIGH
44364.3,656.1,3562.9,4219.0,40145.3,False,False,HIGH
32110.6,0.0,3980.2,3980.2,28130.4,False,False,HIGH
42738.3,3177.8,5675.5,8853.3,33885.0,False,False,HIGH
46716.0,2538.1,7012.0,9550.2,37165.8,False,False,HIGH
31710.7,254.3,6016.8,6271.0,25439.6,False,False,HIGH
40433.6,3185.7,4809.3,7995.0,32438.7,False,False,HIGH
34262.7,0.0,6046.7,6046.7,28216.0,False,False,HIGH
33483.1,43.9,7121.1,7165.0,26318.1,False,False,HIGH
65285.3,5101.9,4365.5,9467.4,55817.9,False,False,HIGH
52045.3,738.5,4101.9,4840.4,47204.9,False,False,HIGH
40306.4,1618.9,5982.7,7601.6,32704.8,False,False,HIGH
61555.6,4411.8,4383.5,8795.3,52760.3,False,False,HIGH
28279.4,6.4,6122.9,6129.3,22150.1,False,False,HIGH
38973.3,1638.2,7512.7,9150.9,29822.5,False,False,HIGH
59654.3,19.9,1119.1,1139.0,58515.3,True,False,HIGH
32293.0,72.9,6372.7,6445.6,25847.5,False,False,HIGH
48563.5,59.4,957.8,1017.2,47546.3,True,False,HIGH
68650.1,4379.5,2083.3,6462.8,62187.3,False,False,HIGH
33913.3,0.0,9741.3,9741.3,24172.1,False,False,HIGH
52161.3,547.2,6870.5,7417.8,44743.5,False,False,HIGH
44374.7,523.2,1367.3,1890.5,42484.2,True,False,HIGH
35302.6,18.0,7671.3,7689.2,27613.4,False,False,HIGH
59200.8,1362.6,7655.5,9018.2,50182.6,False,False,HIGH
40758.4,801.8,7587.3,8389.0,32369.3,False,False,HIGH
40181.6,0.0,7793.4,7793.4,32388.3,False,False,HIGH
47734.9,221.3,3848.2,4069.5,43665.4,False,False,HIGH
44279.9,1675.5,2871.1,4546.6,39733.2,False,False,HIGH
30735.2,126.5,6597.1,6723.6,24011.6,False,False,HIGH
38715.4,1164.0,3449.0,4613.0,34102.4,False,False,HIGH
49340.8,281.1,5274.0,5555.1,43785.7,False,False,HIGH
43934.3,598.8,8344.4,8943.2,34991.1,False,False,HIGH
33367.0,0.0,6709.6,6709.6,26657.3,False,False,HIGH
48083.4,45.3,242.0,287.3,47796.1,True,False,HIGH
30457.4,0.0,6893.6,6893.6,23563.8,False,False,HIGH
33843.4,149.6,4741.4,4891.0,28952.4,False,False,HIGH
39456.9,889.9,3207.6,4097.5,35359.4,False,False,HIGH
74382.7,1245.0,828.0,2072.9,72309.8,True,False,HIGH
52205.0,0.0,4183.8,4183.8,48021.3,False,False,HIGH
37201.6,0.0,8339.8,8339.8,28861.8,False,False,HIGH
38365.9,258.7,3985.4,4244.1,34121.7,False,False,HIGH
50071.3,18.1,302.7,320.8,49750.5,True,False,HIGH
45246.6,269.0,6200.2,6469.2,38777.3,False,False,HIGH
28416.6,558.4,6756.8,7315.1,21101.5,False,False,HIGH
52894.5,1355.2,4007.6,5362.8,47531.8,False,False,HIGH
47266.9,795.9,2970.4,3766.3,43500.6,False,False,HIGH
49741.5,280.7,3065.3,3346.0,46395.6,False,False,HIGH
72619.0,317.6,804.6,1122.2,71496.8,True,False,HIGH
52372.8,168.1,1317.8,1485.9,50886.9,False,False,HIGH
47619.6,55.7,722.2,777.9,46841.7,False,True,HIGH
48491.4,473.1,5325.1,5798.2,42693.1,False,False,HIGH
33316.5,0.0,6854.7,6854.7,26461.8,False,False,HIGH
46342.9,3196.8,6395.6,9592.4,36750.4,False,False,HIGH
55126.4,106.5,1438.3,1544.9,53581.5,True,False,HIGH
59406.1,1818.9,4568.1,6387.0,53019.1,False,False,HIGH
52570.3,32.2,428.9,461.1,52109.2,True,False,HIGH
32154.6,0.0,6160.1,6160.1,25994.5,False,False,HIGH
76093.2,477.8,824.2,1302.0,74791.2,True,False,HIGH
46856.9,0.0,8860.7,8860.7,37996.2,False,False,HIGH
43583.1,2112.5,4776.4,6888.9,36694.3,False,False,HIGH
40288.9,1291.3,5531.2,6822.5,33466.4,False,False,HIGH
36407.3,0.0,9528.1,9528.1,26879.3,False,False,HIGH
45420.6,563.0,8493.7,9056.7,36363.9,False,False,HIGH
52838.2,1905.9,2755.2,4661.1,48177.1,False,False,HIGH
45258.3,5.9,1619.8,1625.7,43632.6,True,False,HIGH
40710.7,1216.0,3014.6,4230.6,36480.1,False,False,HIGH
48285.0,0.0,6202.4,6202.4,42082.6,False,False,HIGH
65434.2,2962.3,1892.4,4854.7,60579.4,False,False,HIGH
58110.4,11.3,1397.8,1409.1,56701.3,True,False,HIGH
38020.7,2985.8,4499.6,7485.4,30535.3,False,False,HIGH
33918.2,0.0,5107.0,5107.0,28811.2,False,False,HIGH
51951.4,709.4,6063.9,6773.3,45178.1,False,False,HIGH
50731.0,662.3,7610.6,8272.8,42458.2,False,False,HIGH
41585.6,41.4,327.5,368.9,41216.7,False,True,HIGH
36256.8,1771.2,2604.4,4375.6,31881.2,False,False,HIGH
28817.8,664.2,6044.7,6708.9,22108.9,False,False,HIGH
50382.5,395.1,9630.0,10025.1,40357.4,False,False,HIGH
45114.5,693.7,5791.3,6484.9,38629.6,False,False,HIGH
30208.3,0.0,6592.0,6592.0,23616.2,False,False,HIGH
53742.7,1497.2,5421.6,6918.8,46823.9,False,False,HIGH
40380.6,0.0,940.0,940.0,39440.6,True,False,HIGH
43902.5,0.0,6973.4,6973.4,36929.0,False,False,HIGH
34763.0,0.0,5595.3,5595.3,29167.7,False,False,HIGH
33409.6,117.3,5452.5,5569.8,27839.8,False,False,HIGH
47510.9,4633.9,3332.7,7966.6,39544.4,False,False,HIGH
33729.0,0.0,6766.5,6766.5,26962.5,False,False,HIGH
33214.7,1425.4,2992.4,4417.8,28796.8,False,False,HIGH
37704.7,242.4,9431.7,9674.1,28030.6,False,False,HIGH
51058.5,0.0,5954.6,5954.6,45103.8,False,False,HIGH
35306.9,1.6,5555.6,5557.2,29749.7,False,False,HIGH
32410.6,49.6,8167.5,8217.0,24193.6,False,False,HIGH
39176.8,762.7,5014.0,5776.7,33400.2,False,False,HIGH
47639.7,481.4,5692.9,6174.4,41465.3,False,False,HIGH
46250.1,71.5,1192.4,1263.9,44986.2,True,False,HIGH
62805.4,3626.9,2365.9,5992.8,56812.6,False,False,HIGH
46653.5,178.7,6345.4,6524.1,40129.4,False,False,HIGH
54475.6,157.5,2529.4,2686.9,51788.7,True,False,HIGH
46986.3,2781.0,4552.3,7333.3,39653.0,False,False,HIGH
68368.0,4356.8,1495.3,5852.1,62515.9,False,False,HIGH
43723.7,0.0,10207.4,10207.4,33516.3,False,False,HIGH
51422.0,623.2,7827.7,8450.9,42971.2,False,False,HIGH
32411.9,622.8,6203.0,6825.8,25586.1,False,False,HIGH
60540.4,2290.1,4772.3,7062.3,53478.1,False,False,HIGH
41063.5,3121.1,3696.7,6817.8,34245.7,False,False,HIGH
49804.5,1541.6,2239.2,3780.8,46023.7,False,False,HIGH
49854.3,337.4,5050.9,5388.3,44466.0,False,False,HIGH
30465.2,0.0,5512.3,5512.3,24952.9,False,False,HIGH
60714.4,1766.1,6685.2,8451.2,52263.2,False,False,HIGH
47062.3,262.9,5824.3,6087.2,40975.1,False,False,HIGH
48523.8,534.3,1171.8,1706.0,46817.8,False,False,HIGH
49774.2,2226.0,3477.7,5703.7,44070.5,False,False,HIGH
50230.3,2209.2,2846.1,5055.3,45175.0,False,False,HIGH
34607.1,2483.3,4334.6,6817.9,27789.1,False,False,HIGH
56190.2,2911.7,4065.8,6977.5,49212.7,False,False,HIGH
52037.7,1307.1,5303.7,6610.8,45426.9,False,False,HIGH
48859.5,225.5,5580.5,5805.9,43053.6,False,False,HIGH
50424.7,41.2,6263.2,6304.4,44120.3,False,False,HIGH
30628.4,341.9,4950.9,5292.8,25335.6,False,False,HIGH
58290.9,878.8,5429.2,6308.0,51982.8,False,False,HIGH
43610.6,39.5,9508.0,9547.5,34063.1,False,False,HIGH
34772.2,203.8,7076.6,7280.4,27491.8,False,False,HIGH
44911.6,1516.5,4988.1,6504.5,38407.1,False,False,HIGH
52729.2,0.0,6343.4,6343.4,46385.9,False,False,HIGH
42344.4,550.9,4692.6,5243.5,37100.9,False,False,HIGH
41138.9,146.1,309.6,455.7,40683.2,False,True,HIGH
36118.9,1777.9,5173.1,6951.0,29167.9,False,False,HIGH
54799.0,1098.1,3309.0,4407.1,50391.9,False,False,HIGH
46755.4,0.0,6194.3,6194.3,40561.1,False,False,HIGH
55585.6,1790.5,3528.5,5319.0,50266.5,False,False,HIGH
43657.1,1894.8,3882.6,5777.3,37879.8,False,False,HIGH
31879.5,1952.4,4019.5,5971.9,25907.5,False,False,HIGH
32109.3,0.0,7704.6,7704.6,24404.7,False,False,HIGH
45792.8,223.9,709.2,933.1,44859.6,True,False,HIGH
49597.9,162.4,4565.5,4728.0,44869.9,False,False,HIGH
43618.0,219.5,8702.3,8921.8,34696.2,False,False,HIGH
55722.8,170.3,7379.9,7550.2,48172.6,False,False,HIGH
32839.2,0.0,7607.0,7607.0,25232.3,False,False,HIGH
42193.4,293.8,4284.0,4577.8,37615.6,False,False,HIGH
46564.7,713.4,8885.6,9599.1,36965.6,False,False,HIGH
35482.6,1077.0,6365.8,7442.8,28039.8,False,False,HIGH
44312.2,2909.0,5933.9,8842.9,35469.3,False,False,HIGH
35006.2,777.2,1406.5,2183.7,32822.5,False,False,HIGH
51793.8,175.8,4904.9,5080.7,46713.2,False,False,HIGH
53146.6,126.3,744.7,871.0,52275.6,True,False,HIGH
37223.2,85.3,6268.4,6353.7,30869.5,False,False,HIGH
49903.0,57.4,4671.8,4729.2,45173.8,False,False,HIGH
48816.9,0.0,864.3,864.3,47952.6,False,True,HIGH
39101.6,658.8,4419.2,5078.1,34023.5,False,False,HIGH
68102.9,3641.5,3424.2,7065.7,61037.2,False,False,HIGH
53482.4,93.6,120.6,214.2,53268.2,True,False,HIGH
41802.6,2690.9,4822.0,7512.9,34289.7,False,False,HIGH
46073.5,206.4,7245.8,7452.2,38621.3,False,False,HIGH
58936.9,8.4,558.7,567.1,58369.9,True,False,HIGH
45740.5,2745.6,6108.9,8854.5,36886.1,False,False,HIGH
30715.7,0.0,8171.3,8171.3,22544.4,False,False,HIGH
47766.9,0.0,7414.8,7414.8,40352.1,False,False,HIGH
64334.3,4471.8,2102.5,6574.4,57760.0,False,False,HIGH
44314.7,406.9,1268.9,1675.8,42638.8,True,False,HIGH
46691.9,139.8,9546.5,9686.4,37005.5,False,False,HIGH
35202.8,2635.8,4484.1,7119.9,28082.9,False,False,HIGH
34145.5,373.2,8448.4,8821.6,25323.9,False,False,HIGH
46008.0,1029.4,6403.1,7432.4,38575.6,False,False,HIGH
41233.0,2960.6,2521.2,5481.7,35751.3,False,False,HIGH
49297.3,0.0,5922.2,5922.2,43375.0,False,False,HIGH
48574.9,0.0,5606.7,5606.7,42968.2,False,False,HIGH
28712.9,910.0,4854.4,5764.5,22948.5,False,False,HIGH
55195.8,0.9,670.0,670.9,54524.9,True,False,HIGH
44224.0,869.2,4292.2,5161.4,39062.6,False,False,HIGH
37889.5,3150.2,5523.6,8673.8,29215.8,False,False,HIGH
76464.8,1273.2,858.3,2131.5,74333.2,True,False,HIGH
59889.6,297.3,303.2,600.5,59289.1,True,False,HIGH
44668.8,66.3,2650.4,2716.8,41952.0,False,False,HIGH
58189.2,982.0,5156.2,6138.2,52051.0,False,False,HIGH
59762.0,3803.9,4462.2,8266.2,51495.8,False,False,HIGH
63326.6,3842.8,3007.6,6850.4,56476.3,False,False,HIGH
34208.2,428.6,6177.1,6605.7,27602.5,False,False,HIGH
28586.9,0.0,6231.6,6231.6,22355.4,False,False,HIGH
44536.8,512.3,9877.0,10389.3,34147.5,False,False,HIGH
66117.7,1202.6,5037.4,6240.0,59877.7,False,False,HIGH
61056.1,73.8,988.1,1061.9,59994.2,True,False,HIGH
37350.4,359.0,5776.1,6135.1,31215.3,False,False,HIGH
35917.9,670.6,6200.6,6871.2,29046.7,False,False,HIGH
51782.2,0.0,1571.8,1571.8,50210.4,True,False,HIGH
29202.7,0.0,4056.4,4056.4,25146.3,False,False,HIGH
41975.9,2121.4,3888.5,6009.9,35966.0,False,False,HIGH
58216.9,2175.2,5462.2,7637.4,50579.5,False,False,HIGH
42587.9,1181.7,5468.6,6650.2,35937.6,False,False,HIGH
42791.6,2096.7,4252.1,6348.8,36442.8,False,False,HIGH
38951.2,0.0,505.5,505.5,38445.7,False,True,HIGH
34442.5,1114.4,4236.7,5351.1,29091.4,False,False,HIGH
34858.3,53.4,6448.4,6501.8,28356.5,False,False,HIGH
37610.1,270.1,8450.9,8720.9,28889.1,False,False,HIGH
49788.3,1191.0,5312.9,6503.9,43284.4,False,False,HIGH
45991.1,480.2,5638.8,6119.0,39872.0,False,False,HIGH
59023.9,277.5,157.3,434.7,58589.2,True,False,HIGH
41747.0,1899.9,6990.7,8890.6,32856.4,False,False,HIGH
45904.6,465.3,446.2,911.5,44993.1,True,False,HIGH
45889.8,0.0,5119.8,5119.8,40770.0,False,False,HIGH
47489.0,496.6,6062.8,6559.4,40929.5,False,False,HIGH
61101.1,7.3,1065.6,1072.9,60028.2,True,False,HIGH
60121.4,783.7,4402.5,5186.2,54935.2,False,False,HIGH
47840.0,33.8,3005.4,3039.2,44800.8,True,False,HIGH
40867.2,871.0,2412.3,3283.3,37583.9,False,False,HIGH
30551.4,0.0,7618.8,7618.8,22932.6,False,False,HIGH
54889.4,58.7,2896.2,2954.9,51934.5,True,False,HIGH
45293.6,0.0,7401.9,7401.9,37891.7,False,False,HIGH
63025.8,702.7,4984.2,5686.9,57339.0,False,False,HIGH
46175.1,20.2,1089.3,1109.5,45065.7,True,False,HIGH
56831.2,0.0,7536.5,7536.5,49294.7,False,False,HIGH
44500.2,19.2,2172.8,2192.0,42308.2,True,False,HIGH
34670.3,282.5,2863.1,3145.6,31524.7,False,False,HIGH
31705.4,1449.3,3838.4,5287.7,26417.7,False,False,HIGH
61477.3,3320.9,4094.5,7415.4,54061.9,False,False,HIGH
32366.8,596.4,7801.0,8397.4,23969.4,False,False,HIGH
39318.4,13.4,511.7,525.1,38793.3,True,False,HIGH
46937.9,463.3,6013.7,6477.0,40460.9,False,False,HIGH
60884.8,9.1,1564.8,1573.9,59310.9,True,False,HIGH
60711.2,3034.5,4523.8,7558.2,53153.0,False,False,HIGH
46084.3,929.3,5578.5,6507.8,39576.5,False,False,HIGH
50528.1,0.0,6044.8,6044.8,44483.3,False,False,HIGH
58854.3,0.0,2669.6,2669.6,56184.6,True,False,HIGH
61163.8,43.6,2114.1,2157.7,59006.1,True,False,HIGH
49117.2,268.4,9531.7,9800.1,39317.2,False,False,HIGH
41715.1,2596.1,1554.5,4150.6,37564.5,False,False,HIGH
37074.7,0.0,640.1,640.1,36434.6,True,False,HIGH
43433.5,0.0,1423.8,1423.8,42009.7,True,False,HIGH
68316.2,3148.7,3142.3,6291.0,62025.2,False,False,HIGH
41056.3,0.0,5877.2,5877.2,35179.1,False,False,HIGH
39848.3,2471.8,1687.5,4159.3,35689.0,False,False,HIGH
62922.2,4345.5,2149.7,6495.2,56427.0,False,False,HIGH
40181.2,1865.5,4700.6,6566.0,33615.2,False,False,HIGH
63865.6,3578.4,3492.5,7070.9,56794.7,False,False,HIGH
67963.1,2154.0,4543.3,6697.3,61265.8,False,False,HIGH
57336.3,22.9,1577.5,1600.4,55735.9,True,False,HIGH
50351.3,0.0,760.8,760.8,49590.5,True,False,HIGH
50369.0,128.2,2213.2,2341.3,48027.7,True,False,HIGH
50379.3,329.8,7780.8,8110.6,42268.7,False,False,HIGH
51018.5,0.0,5580.1,5580.1,45438.4,False,False,HIGH
44818.9,0.0,9820.8,9820.8,34998.0,False,False,HIGH
42214.8,2587.0,3862.6,6449.6,35765.2,False,False,HIGH
24996.2,581.0,5253.7,5834.7,19161.5,False,False,HIGH
47380.4,3869.0,3552.2,7421.2,39959.2,False,False,HIGH
45597.3,0.0,9529.2,9529.2,36068.2,False,False,HIGH
67892.2,5116.4,3145.8,8262.2,59630.0,False,False,HIGH
36209.6,0.0,1369.5,1369.5,34840.1,True,False,HIGH
65473.7,1949.5,2515.2,4464.7,61009.0,False,False,HIGH
53888.1,94.0,1206.6,1300.6,52587.6,True,False,HIGH
43318.7,1431.6,5762.4,7194.0,36124.7,False,False,HIGH
46631.3,1604.4,4332.4,5936.8,40694.5,False,False,HIGH
42216.0,1565.9,3291.4,4857.4,37358.7,False,False,HIGH
34078.4,0.0,6488.3,6488.3,27590.2,False,False,HIGH
55112.1,122.2,4636.5,4758.7,50353.4,False,False,HIGH
32948.8,829.4,5629.6,6459.0,26489.8,False,False,HIGH
35240.1,2407.7,4299.5,6707.3,28532.9,False,False,HIGH
61650.2,3079.6,3672.1,6751.7,54898.6,False,False,HIGH
33867.5,471.9,8826.1,9298.0,24569.5,False,False,HIGH
45930.1,130.5,403.1,533.6,45396.6,False,True,HIGH
54759.0,887.1,4386.4,5273.4,49485.5,False,False,HIGH
55039.0,3671.0,3792.2,7463.3,47575.7,False,False,HIGH
42237.9,1391.5,4856.7,6248.2,35989.8,False,False,HIGH
38337.2,1160.6,7058.6,8219.2,30118.0,False,False,HIGH
50004.5,42.2,751.3,793.5,49211.0,True,False,HIGH
44611.7,28.9,543.1,572.0,44039.8,True,False,HIGH
42461.6,1221.3,5141.6,6362.9,36098.7,False,False,HIGH
62984.4,975.5,5533.0,6508.5,56475.9,False,False,HIGH
41199.5,508.7,6244.4,6753.1,34446.3,False,False,HIGH
47959.1,0.0,4819.7,4819.7,43139.4,False,False,HIGH
38192.1,556.3,6484.2,7040.5,31151.6,False,False,HIGH
52909.8,30.8,1551.9,1582.7,51327.1,True,False,HIGH
39650.1,1483.3,3643.5,5126.8,34523.2,False,False,HIGH
34075.3,2781.2,2836.6,5617.8,28457.5,False,False,HIGH
43939.4,0.0,3035.8,3035.8,40903.6,False,False,HIGH
63667.9,4.1,1839.0,1843.1,61824.8,True,False,HIGH
37097.7,822.1,7323.2,8145.3,28952.5,False,False,HIGH
38748.8,18.4,6999.0,7017.4,31731.4,False,False,HIGH
44837.8,527.8,8590.2,9118.0,35719.8,False,False,HIGH
31684.0,0.0,7167.9,7167.9,24516.1,False,False,HIGH
49492.0,681.4,5243.3,5924.6,43567.4,False,False,HIGH
54171.8,31.0,564.2,595.2,53576.6,False,True,HIGH
48122.7,1705.4,3163.3,4868.7,43254.0,False,False,HIGH
33803.4,0.0,8774.0,8774.0,25029.3,False,False,HIGH
41405.8,2243.2,3347.6,5590.8,35815.0,False,False,HIGH
69253.5,1.2,714.7,716.0,68537.5,True,False,HIGH
50893.6,105.6,6594.4,6700.0,44193.6,False,False,HIGH
40024.2,51.6,441.5,493.2,39531.0,False,True,HIGH
29420.2,758.5,3689.8,4448.3,24971.8,False,False,HIGH
51345.0,2751.0,3155.4,5906.4,45438.6,False,False,HIGH
42568.0,2002.2,1287.7,3290.0,39278.1,False,False,HIGH
51918.8,403.3,7327.3,7730.6,44188.2,False,False,HIGH
47477.3,166.1,8249.7,8415.7,39061.5,False,False,HIGH
30470.9,0.0,5427.0,5427.0,25043.9,False,False,HIGH
42076.8,788.8,1970.2,2759.0,39317.7,False,False,HIGH
62999.2,4206.8,2766.0,6972.7,56026.5,False,False,HIGH
56246.5,309.0,529.4,838.5,55408.0,True,False,HIGH
62657.7,2495.6,4195.5,6691.0,55966.6,False,False,HIGH
54057.8,63.6,1057.6,1121.2,52936.6,True,False,HIGH
34124.2,1251.7,4056.5,5308.2,28816.0,False,False,HIGH
52558.2,515.6,693.6,1209.3,51348.9,True,False,HIGH
52084.9,16.4,2622.4,2638.7,49446.2,True,False,HIGH
41524.1,0.0,5148.3,5148.3,36375.8,False,False,HIGH
36541.4,798.0,7159.1,7957.1,28584.3,False,False,HIGH
48371.5,1282.4,7594.4,8876.8,39494.6,False,False,HIGH
57426.9,1015.0,4371.6,5386.7,52040.3,False,False,HIGH
40992.5,3486.6,2283.8,5770.3,35222.1,False,False,HIGH
51110.4,193.1,4549.5,4742.5,46367.8,False,False,HIGH
56702.3,1026.2,1650.2,2676.4,54025.9,False,False,HIGH
39987.9,0.0,10455.4,10455.4,29532.5,False,False,HIGH
30059.8,541.9,8496.1,9038.0,21021.7,False,False,HIGH
45157.8,261.8,6864.6,7126.4,38031.4,False,False,HIGH
59573.9,1172.3,4109.7,5282.0,54291.9,False,False,HIGH
36382.2,622.7,7828.5,8451.2,27931.0,False,False,HIGH
47758.1,228.2,5586.5,5814.7,41943.4,False,False,HIGH
32202.2,0.0,4957.5,4957.5,27244.8,False,False,HIGH
38032.8,38.2,6843.1,6881.3,31151.5,False,False,HIGH
53293.4,0.0,6074.9,6074.9,47218.5,False,False,HIGH
35666.3,449.4,6974.1,7423.5,28242.7,False,False,HIGH
56496.4,0.0,1945.2,1945.2,54551.2,True,False,HIGH
50745.8,4881.4,4669.4,9550.7,41195.0,False,False,HIGH
49585.8,314.6,6176.8,6491.4,43094.5,False,False,HIGH
34405.4,0.0,786.6,786.6,33618.9,False,True,HIGH
50602.3,0.0,8007.0,8007.0,42595.3,False,False,HIGH
45621.9,2443.7,7446.2,9889.8,35732.0,False,False,HIGH
48912.5,23.9,2405.0,2428.8,46483.7,True,False,HIGH
41674.3,28.4,672.6,701.0,40973.3,True,False,HIGH
53928.6,184.9,8022.4,8207.3,45721.3,False,False,HIGH
24108.5,0.0,4326.5,4326.5,19782.0,False,False,HIGH
64160.5,882.5,4403.2,5285.7,58874.8,False,False,HIGH
56472.0,258.1,1241.9,1500.0,54972.0,True,False,HIGH
48077.9,26.0,9251.3,9277.3,38800.7,False,False,HIGH
32262.6,152.5,6924.2,7076.6,25185.9,False,False,HIGH
37655.9,1999.4,3952.8,5952.2,31703.7,False,False,HIGH
45447.0,16.7,675.8,692.5,44754.5,True,False,HIGH
37147.3,1456.4,3410.2,4866.6,32280.7,False,False,HIGH
35652.4,515.4,3780.5,4295.9,31356.5,False,False,HIGH
63089.0,686.0,5628.0,6313.9,56775.1,False,False,HIGH
54898.7,308.2,1747.9,2056.1,52842.6,True,False,HIGH
59634.2,282.5,752.1,1034.6,58599.6,True,False,HIGH
43024.4,1740.9,1852.1,3593.0,39431.4,False,False,HIGH
52167.0,0.0,910.9,910.9,51256.1,False,True,HIGH
50270.8,203.3,4310.5,4513.8,45757.1,False,False,HIGH
42953.8,2027.9,4293.8,6321.7,36632.1,False,False,HIGH
58918.1,2333.2,4940.8,7274.1,51644.0,False,False,HIGH
49720.9,213.5,1470.8,1684.3,48036.6,True,False,HIGH
44108.5,1690.5,7310.7,9001.2,35107.3,False,False,HIGH
29650.5,347.1,9005.0,9352.1,20298.4,False,False,HIGH
48130.1,1039.3,5029.0,6068.3,42061.8,False,False,HIGH
51024.4,0.0,5577.9,5577.9,45446.5,False,False,HIGH
41648.0,1246.0,3251.8,4497.8,37150.2,False,False,HIGH
44024.5,1016.0,5726.5,6742.6,37282.0,False,False,HIGH
29027.4,349.2,5835.0,6184.2,22843.2,False,False,HIGH
65944.4,199.1,731.0,930.1,65014.3,True,False,HIGH
50442.4,0.0,5717.0,5717.0,44725.4,False,False,HIGH
49133.6,2234.9,3290.6,5525.5,43608.1,False,False,HIGH
68472.1,5036.7,3931.6,8968.2,59503.9,False,False,HIGH
61425.4,3837.1,3104.2,6941.3,54484.1,False,False,HIGH
37697.0,41.9,5982.3,6024.2,31672.8,False,False,HIGH
28315.8,286.7,5298.3,5584.9,22730.8,False,False,HIGH
49712.3,0.0,6204.9,6204.9,43507.3,False,False,HIGH
48260.0,817.6,5835.7,6653.3,41606.6,False,False,HIGH
45599.0,295.9,5418.5,5714.4,39884.6,False,False,HIGH
43807.4,0.0,9676.4,9676.4,34131.0,False,False,HIGH
30729.5,0.0,7625.2,7625.2,23104.3,False,False,HIGH
32576.3,25.4,8673.6,8699.0,23877.3,False,False,HIGH
46950.6,2427.4,5494.8,7922.3,39028.3,False,False,HIGH
40563.9,0.0,8491.2,8491.2,32072.7,False,False,HIGH
49000.8,12.7,116.5,129.2,48871.6,True,False,HIGH
52491.4,221.3,371.5,592.8,51898.6,True,False,HIGH
50991.4,1445.1,3949.3,5394.4,45597.0,False,False,HIGH
68362.6,729.2,952.5,1681.7,66680.9,True,False,HIGH
30988.7,444.8,3350.7,3795.5,27193.2,False,False,HIGH
38900.5,1651.3,6631.8,8283.1,30617.4,False,False,HIGH
32233.8,0.0,5931.0,5931.0,26302.8,False,False,HIGH
37241.4,0.0,7262.6,7262.6,29978.8,False,False,HIGH
28603.0,0.0,8403.6,8403.6,20199.5,False,False,HIGH
46464.0,1366.6,2024.2,3390.8,43073.2,False,False,HIGH
47774.2,0.0,8638.7,8638.7,39135.4,False,False,HIGH
51756.3,187.5,321.0,508.5,51247.8,False,True,HIGH
70106.2,891.3,627.8,1519.1,68587.1,True,False,HIGH
51596.2,1885.5,2836.0,4721.4,46874.8,False,False,HIGH
41900.8,0.0,6561.4,6561.4,35339.4,False,False,HIGH
45297.0,599.8,3942.7,4542.5,40754.5,False,False,HIGH
39793.3,0.0,628.6,628.6,39164.7,True,False,HIGH
54283.2,0.0,3580.0,3580.0,50703.1,True,False,HIGH
39004.1,0.0,7118.1,7118.1,31886.1,False,False,HIGH
62969.5,4813.0,3617.2,8430.2,54539.3,False,False,HIGH
34846.2,76.6,8021.4,8098.0,26748.3,False,False,HIGH
35377.2,1262.1,6294.0,7556.1,27821.1,False,False,HIGH
32558.0,0.0,6584.4,6584.4,25973.6,False,False,HIGH
49378.7,735.8,2755.7,3491.5,45887.1,False,False,HIGH
64574.4,4782.5,2169.6,6952.1,57622.3,False,False,HIGH
37306.9,0.0,8731.8,8731.8,28575.1,False,False,HIGH
50699.8,31.1,9868.6,9899.7,40800.1,False,False,HIGH
65490.3,4015.4,1382.7,5398.1,60092.1,False,False,HIGH
50817.5,1674.1,6809.2,8483.3,42334.2,False,False,HIGH
31055.3,15.9,5982.9,5998.8,25056.6,False,False,HIGH
32626.5,0.0,7534.1,7534.1,25092.5,False,False,HIGH
47018.4,568.8,3885.9,4454.7,42563.7,False,False,HIGH
43105.2,44.2,9401.7,9445.9,33659.3,False,False,HIGH
